A1BG	0.0
AAAS	0.0408745868641301
AAED1	0.04750193845251731
AAGAB	0.0
AAK1	0.0
AAMP	0.0
AARS	0.0
AASDHPPT	0.34056987088047963
AATF	0.15210713517582927
ABCC1	0.0
ABCC2	0.010443923824676245
ABCC3	0.2987188872712537
ABCD4	0.0
ABCE1	0.0
ABCF1	0.0
ABCF2	0.0
ABCG2	0.024423991429121404
ABHD14B	0.0
ABHD17A	0.045174090027198396
ABHD2	0.0
ABI2	0.003538471778628615
ABL2	0.14310227295979538
ABR	0.0
ABRACL	0.020530521978757238
ABT1	0.1546893168940285
AC006262.5	0.0
AC009403.2	0.0
AC013461.1	0.0408745868641301
AC090498.1	0.0408745868641301
AC091729.9	0.0
AC093323.3	0.0
AC093673.5	0.0
ACAA2	0.029183948129362335
ACACA	0.0
ACADVL	0.07119600591782665
ACAT1	0.0
ACAT2	0.0
ACBD3	0.23770403407648652
ACD	0.0
ACER3	0.0
ACIN1	0.4816432188071981
ACO2	0.0753846368441427
ACOT7	0.0
ACOT9	0.0
ACSL3	0.0
ACTB	0.0
ACTG1	0.0
ACTL6A	0.020530521978757238
ACTN1	1.156901044259641
ACTN4	0.0
ACTR1A	0.12509874726444248
ACTR1B	0.005885699744495459
ACTR3	0.07119600591782665
ACYP1	0.0
ADA	0.0
ADAM10	0.0
ADAM17	0.0
ADAM9	0.016517340396343647
ADAR	0.0
ADGRG6	0.0
ADH5	0.0
ADIPOR2	0.0
ADK	0.0
ADM	0.0
ADNP	0.004193099041432615
ADPGK	0.028456753122371885
ADSL	0.21101365696346955
ADSS	0.0
AEN	0.0
AFAP1	0.0
AFF4	0.06189829238917383
AFG3L2	0.0
AFMID	0.0
AGAP2-AS1	0.045174090027198396
AGBL5	0.0
AGFG1	0.0
AGGF1	0.0
AGO2	0.0
AGPAT1	0.0
AGPAT5	0.0408745868641301
AGR2	0.028456753122371885
AGRN	0.0
AGTRAP	0.0408745868641301
AHI1	0.008379279468693235
AHNAK	9.695832186704019
AHNAK2	0.0
AIDA	0.2500720007549732
AIFM1	0.0
AIFM2	0.0
AIG1	0.0
AIMP1	0.18017256995243075
AIMP2	0.0
AIP	0.0
AJUBA	0.0
AK3	0.0
AKAP12	0.0018641946678166416
AKAP13	0.0
AKAP17A	0.0
AKAP9	0.07119600591782665
