native,name,p_value,term_size,query_size,intersection_size,effective_domain_size,precision,recall,intersections,cluster
GO:1901564,organonitrogen compound metabolic process,1.6527003141014003e-20,5986,250,147,21031,0.588,0.024557300367524224,"['ABCC1', 'ABCC2', 'ABCG2', 'ACTB', 'ALDH1A1', 'ALDOA', 'ANXA1', 'APP', 'AREG', 'ASCC3', 'ATF4', 'ATXN2', 'BAG2', 'BLVRB', 'BRCA1', 'BRD2', 'CCDC47', 'CCND1', 'CCT4', 'CCT6A', 'CCT7', 'CCT8', 'CD24', 'CD44', 'CDKN1A', 'CDKN3', 'CFLAR', 'COPS5', 'COPS6', 'DCAF7', 'DERA', 'DNAJA1', 'DNAJB1', 'EEF1A1', 'EIF1', 'EIF2S1', 'EIF3E', 'EIF4A3', 'EIF4E', 'EIF4EBP1', 'EIF4G2', 'EIF5', 'EIF5A', 'ELAVL1', 'ENO1', 'EREG', 'FN1', 'GAPDH', 'GCLC', 'GLRX3', 'GNL3', 'GPC1', 'GRPEL1', 'GSTO1', 'HCCS', 'HERPUD1', 'HEXIM1', 'HIPK2', 'HMOX1', 'HPRT1', 'HSPA9', 'HSPD1', 'ITGAV', 'LMAN1', 'MAGOH', 'MDM2', 'MET', 'MGST2', 'MIF4GD', 'MNAT1', 'MRPL10', 'MRPL13', 'MRPL35', 'MRPL47', 'MRPL49', 'MRPS18A', 'MT-ATP6', 'MT-ND1', 'MT-ND5', 'MT-ND6', 'MTHFD2', 'MTIF2', 'MYH9', 'NCL', 'NDUFA10', 'NDUFA9', 'NOLC1', 'NPM1', 'NQO1', 'NRG1', 'NUDC', 'ODC1', 'PA2G4', 'PABPC4', 'PBK', 'PDHA1', 'PDIA6', 'PGK1', 'PHGDH', 'PLK2', 'PMAIP1', 'PPIE', 'PPP1CB', 'PPP1R12A', 'PPP1R15A', 'PRDX4', 'PRMT1', 'PSAT1', 'PSMB1', 'PSMB3', 'PSMB6', 'PSMB7', 'PSMC1', 'PSMC3', 'PSMC4', 'PSMD4', 'PSMD7', 'PSMD8', 'PSME2', 'PTPRS', 'RAN', 'RB1CC1', 'RDX', 'RPL22L1', 'RPL28', 'RPL7A', 'RPS27A', 'RPS27L', 'RPS4X', 'RPS4Y1', 'SAT1', 'SFN', 'SHMT2', 'SLBP', 'SLC7A11', 'SMOX', 'SSB', 'TCOF1', 'TKT', 'TMX1', 'TP53', 'TRIB3', 'TXN', 'UBC', 'UBE2S', 'UBE2T', 'XRCC6']",0
GO:0043043,peptide biosynthetic process,1.0455582676536031e-17,752,250,47,21031,0.188,0.0625,"['APP', 'ASCC3', 'ATF4', 'ATXN2', 'COPS5', 'EEF1A1', 'EIF1', 'EIF2S1', 'EIF3E', 'EIF4A3', 'EIF4E', 'EIF4EBP1', 'EIF4G2', 'EIF5', 'EIF5A', 'ELAVL1', 'GAPDH', 'GCLC', 'MAGOH', 'MGST2', 'MIF4GD', 'MRPL10', 'MRPL13', 'MRPL35', 'MRPL47', 'MRPL49', 'MRPS18A', 'MTIF2', 'NCL', 'NOLC1', 'NPM1', 'PA2G4', 'PABPC4', 'PPP1R15A', 'PRMT1', 'RPL22L1', 'RPL28', 'RPL7A', 'RPS27A', 'RPS27L', 'RPS4X', 'RPS4Y1', 'SHMT2', 'SLBP', 'SLC7A11', 'SSB', 'TCOF1']",0
GO:0006412,translation,6.153655198245246e-16,723,250,44,21031,0.176,0.06085753803596127,"['APP', 'ASCC3', 'ATF4', 'ATXN2', 'COPS5', 'EEF1A1', 'EIF1', 'EIF2S1', 'EIF3E', 'EIF4A3', 'EIF4E', 'EIF4EBP1', 'EIF4G2', 'EIF5', 'EIF5A', 'ELAVL1', 'GAPDH', 'MAGOH', 'MIF4GD', 'MRPL10', 'MRPL13', 'MRPL35', 'MRPL47', 'MRPL49', 'MRPS18A', 'MTIF2', 'NCL', 'NOLC1', 'NPM1', 'PA2G4', 'PABPC4', 'PPP1R15A', 'PRMT1', 'RPL22L1', 'RPL28', 'RPL7A', 'RPS27A', 'RPS27L', 'RPS4X', 'RPS4Y1', 'SHMT2', 'SLBP', 'SSB', 'TCOF1']",0
GO:0043604,amide biosynthetic process,1.4454906494075268e-15,887,250,48,21031,0.192,0.05411499436302142,"['APP', 'ASCC3', 'ATF4', 'ATXN2', 'COPS5', 'EEF1A1', 'EIF1', 'EIF2S1', 'EIF3E', 'EIF4A3', 'EIF4E', 'EIF4EBP1', 'EIF4G2', 'EIF5', 'EIF5A', 'ELAVL1', 'GAPDH', 'GCLC', 'MAGOH', 'MGST2', 'MIF4GD', 'MRPL10', 'MRPL13', 'MRPL35', 'MRPL47', 'MRPL49', 'MRPS18A', 'MTIF2', 'NCL', 'NOLC1', 'NPM1', 'PA2G4', 'PABPC4', 'PDHA1', 'PPP1R15A', 'PRMT1', 'RPL22L1', 'RPL28', 'RPL7A', 'RPS27A', 'RPS27L', 'RPS4X', 'RPS4Y1', 'SHMT2', 'SLBP', 'SLC7A11', 'SSB', 'TCOF1']",0
GO:0051246,regulation of protein metabolic process,1.5238239174309294e-15,2102,250,75,21031,0.3,0.0356803044719315,"['ACTB', 'APP', 'AREG', 'ATF4', 'ATXN2', 'BAG2', 'BRCA1', 'CCND1', 'CD24', 'CD44', 'CDKN1A', 'CDKN3', 'COPS5', 'COPS6', 'DNAJA1', 'EEF1A1', 'EIF1', 'EIF2S1', 'EIF3E', 'EIF4A3', 'EIF4E', 'EIF4EBP1', 'EIF4G2', 'EIF5', 'EIF5A', 'ELAVL1', 'ENO1', 'EREG', 'FN1', 'GAPDH', 'GCLC', 'GNL3', 'HERPUD1', 'HEXIM1', 'HIPK2', 'HSPD1', 'ITGAV', 'MAGOH', 'MDM2', 'MIF4GD', 'MNAT1', 'MRPL13', 'MTIF2', 'MYH9', 'NCL', 'NOLC1', 'NPM1', 'NQO1', 'NRG1', 'ODC1', 'PA2G4', 'PBK', 'PLK2', 'PMAIP1', 'PPP1R12A', 'PPP1R15A', 'PRMT1', 'PSMC1', 'PSMC3', 'PSMC4', 'PSME2', 'RB1CC1', 'RDX', 'RPS27L', 'RPS4X', 'SFN', 'SHMT2', 'SSB', 'TCOF1', 'TMX1', 'TP53', 'TRIB3', 'TXN', 'UBE2S', 'XRCC6']",0
GO:0006518,peptide metabolic process,4.258260394024294e-15,911,250,48,21031,0.192,0.052689352360043906,"['APP', 'ASCC3', 'ATF4', 'ATXN2', 'COPS5', 'EEF1A1', 'EIF1', 'EIF2S1', 'EIF3E', 'EIF4A3', 'EIF4E', 'EIF4EBP1', 'EIF4G2', 'EIF5', 'EIF5A', 'ELAVL1', 'GAPDH', 'GCLC', 'GSTO1', 'MAGOH', 'MGST2', 'MIF4GD', 'MRPL10', 'MRPL13', 'MRPL35', 'MRPL47', 'MRPL49', 'MRPS18A', 'MTIF2', 'NCL', 'NOLC1', 'NPM1', 'PA2G4', 'PABPC4', 'PPP1R15A', 'PRMT1', 'RPL22L1', 'RPL28', 'RPL7A', 'RPS27A', 'RPS27L', 'RPS4X', 'RPS4Y1', 'SHMT2', 'SLBP', 'SLC7A11', 'SSB', 'TCOF1']",0
GO:0019538,protein metabolic process,6.586073298536639e-15,4912,250,121,21031,0.484,0.02463355048859935,"['ACTB', 'ANXA1', 'APP', 'AREG', 'ASCC3', 'ATF4', 'ATXN2', 'BAG2', 'BRCA1', 'BRD2', 'CCDC47', 'CCND1', 'CCT4', 'CCT6A', 'CCT7', 'CCT8', 'CD24', 'CD44', 'CDKN1A', 'CDKN3', 'CFLAR', 'COPS5', 'COPS6', 'DCAF7', 'DNAJA1', 'DNAJB1', 'EEF1A1', 'EIF1', 'EIF2S1', 'EIF3E', 'EIF4A3', 'EIF4E', 'EIF4EBP1', 'EIF4G2', 'EIF5', 'EIF5A', 'ELAVL1', 'ENO1', 'EREG', 'FN1', 'GAPDH', 'GCLC', 'GLRX3', 'GNL3', 'GPC1', 'GRPEL1', 'HCCS', 'HERPUD1', 'HEXIM1', 'HIPK2', 'HSPA9', 'HSPD1', 'ITGAV', 'LMAN1', 'MAGOH', 'MDM2', 'MET', 'MIF4GD', 'MNAT1', 'MRPL10', 'MRPL13', 'MRPL35', 'MRPL47', 'MRPL49', 'MRPS18A', 'MTIF2', 'MYH9', 'NCL', 'NOLC1', 'NPM1', 'NQO1', 'NRG1', 'NUDC', 'ODC1', 'PA2G4', 'PABPC4', 'PBK', 'PDIA6', 'PGK1', 'PLK2', 'PMAIP1', 'PPIE', 'PPP1CB', 'PPP1R12A', 'PPP1R15A', 'PRDX4', 'PRMT1', 'PSMB1', 'PSMB3', 'PSMB6', 'PSMB7', 'PSMC1', 'PSMC3', 'PSMC4', 'PSMD4', 'PSMD7', 'PSMD8', 'PSME2', 'PTPRS', 'RB1CC1', 'RDX', 'RPL22L1', 'RPL28', 'RPL7A', 'RPS27A', 'RPS27L', 'RPS4X', 'RPS4Y1', 'SFN', 'SHMT2', 'SLBP', 'SSB', 'TCOF1', 'TMX1', 'TP53', 'TRIB3', 'TXN', 'UBC', 'UBE2S', 'UBE2T', 'XRCC6']",0
GO:0042254,ribosome biogenesis,4.5950988472357454e-14,322,250,29,21031,0.116,0.09006211180124224,"['BOP1', 'BRIX1', 'C1D', 'DDX18', 'DDX54', 'DDX56', 'EIF4A3', 'EIF5', 'ESF1', 'EXOSC1', 'EXOSC3', 'EXOSC8', 'GAR1', 'GRWD1', 'LSM6', 'LYAR', 'MRTO4', 'NOLC1', 'NPM1', 'PA2G4', 'RAN', 'RPL7A', 'RPS27L', 'RPS4X', 'TMA16', 'UTP18', 'WDR18', 'WDR43', 'WDR74']",0
GO:0006807,nitrogen compound metabolic process,2.0624463564181965e-13,11995,250,204,21031,0.816,0.01700708628595248,"['ABCC1', 'ABCC2', 'ABCG2', 'ACTB', 'AKR1B1', 'AKR1B10', 'AKR1C1', 'AKR1C2', 'AKR1C3', 'AKR7A2', 'ALDH1A1', 'ALDOA', 'ANXA1', 'APP', 'AREG', 'ASCC3', 'ATF4', 'ATXN2', 'BAG2', 'BLVRB', 'BOP1', 'BRCA1', 'BRD2', 'BRIX1', 'C1D', 'CCDC47', 'CCND1', 'CCPG1', 'CCT4', 'CCT6A', 'CCT7', 'CCT8', 'CD24', 'CD44', 'CDKN1A', 'CDKN3', 'CFLAR', 'COIL', 'COPS5', 'COPS6', 'DCAF7', 'DDX18', 'DDX23', 'DDX54', 'DDX56', 'DERA', 'DNAJA1', 'DNAJB1', 'E2F1', 'EEF1A1', 'EIF1', 'EIF2S1', 'EIF3E', 'EIF4A3', 'EIF4E', 'EIF4EBP1', 'EIF4G2', 'EIF5', 'EIF5A', 'ELAVL1', 'ENO1', 'EREG', 'ESF1', 'EXOSC1', 'EXOSC3', 'EXOSC8', 'FN1', 'GAPDH', 'GAR1', 'GCLC', 'GLRX', 'GLRX3', 'GNL3', 'GPC1', 'GRPEL1', 'GRWD1', 'GSTO1', 'HCCS', 'HERPUD1', 'HEXIM1', 'HIPK2', 'HMGB2', 'HMOX1', 'HNRNPDL', 'HNRNPH1', 'HNRNPM', 'HNRNPR', 'HPRT1', 'HSPA9', 'HSPD1', 'HTATSF1', 'ILF2', 'ITGAV', 'KPNA2', 'LMAN1', 'LSM6', 'LYAR', 'MAGOH', 'MDK', 'MDM2', 'MET', 'MGST2', 'MIF4GD', 'MNAT1', 'MRPL10', 'MRPL13', 'MRPL35', 'MRPL47', 'MRPL49', 'MRPS18A', 'MRTO4', 'MT-ATP6', 'MT-ND1', 'MT-ND5', 'MT-ND6', 'MTHFD2', 'MTIF2', 'MYH9', 'NASP', 'NCL', 'NDUFA10', 'NDUFA9', 'NOLC1', 'NPM1', 'NQO1', 'NRG1', 'NUDC', 'ODC1', 'PA2G4', 'PABPC4', 'PBK', 'PDHA1', 'PDIA6', 'PFN1', 'PGK1', 'PHAX', 'PHGDH', 'PLK2', 'PMAIP1', 'PMF1', 'POLR2C', 'PPIE', 'PPP1CB', 'PPP1R12A', 'PPP1R15A', 'PRDX4', 'PRMT1', 'PSAT1', 'PSMB1', 'PSMB3', 'PSMB6', 'PSMB7', 'PSMC1', 'PSMC3', 'PSMC4', 'PSMD4', 'PSMD7', 'PSMD8', 'PSME2', 'PTPRS', 'RAN', 'RB1CC1', 'RBM14', 'RBM42', 'RDX', 'RPL22L1', 'RPL28', 'RPL7A', 'RPS27A', 'RPS27L', 'RPS4X', 'RPS4Y1', 'RUVBL1', 'SAT1', 'SF3B4', 'SFN', 'SFPQ', 'SHMT2', 'SLBP', 'SLC7A11', 'SMOX', 'SNRPA1', 'SNW1', 'SPP1', 'SRSF3', 'SRSF4', 'SSB', 'TCOF1', 'TFDP2', 'TIAL1', 'TKT', 'TMX1', 'TP53', 'TRIB3', 'TXN', 'UBC', 'UBE2S', 'UBE2T', 'UBTF', 'UTP18', 'WDR18', 'WDR43', 'WDR74', 'XRCC6']",0
GO:1901566,organonitrogen compound biosynthetic process,5.054127878811065e-13,1761,250,64,21031,0.256,0.03634298693923907,"['ALDH1A1', 'ALDOA', 'APP', 'ASCC3', 'ATF4', 'ATXN2', 'COPS5', 'EEF1A1', 'EIF1', 'EIF2S1', 'EIF3E', 'EIF4A3', 'EIF4E', 'EIF4EBP1', 'EIF4G2', 'EIF5', 'EIF5A', 'ELAVL1', 'ENO1', 'GAPDH', 'GCLC', 'HPRT1', 'MAGOH', 'MGST2', 'MIF4GD', 'MRPL10', 'MRPL13', 'MRPL35', 'MRPL47', 'MRPL49', 'MRPS18A', 'MT-ATP6', 'MT-ND1', 'MT-ND5', 'MT-ND6', 'MTIF2', 'NCL', 'NDUFA10', 'NDUFA9', 'NOLC1', 'NPM1', 'ODC1', 'PA2G4', 'PABPC4', 'PDHA1', 'PHGDH', 'PPP1R15A', 'PRMT1', 'PSAT1', 'RB1CC1', 'RPL22L1', 'RPL28', 'RPL7A', 'RPS27A', 'RPS27L', 'RPS4X', 'RPS4Y1', 'SAT1', 'SHMT2', 'SLBP', 'SLC7A11', 'SMOX', 'SSB', 'TCOF1']",0
