native,name,p_value,term_size,query_size,intersection_size,effective_domain_size,precision,recall,intersections,group
GO:0034109,homotypic cell-cell adhesion,0.0005405212157247123,97,14,4,21031,0.2857142857142857,0.041237113402061855,"['SLC7A11', 'MYL12A', 'RDX', 'MYH9']",0
GO:0007155,cell adhesion,0.0018704789715257005,1512,14,8,21031,0.5714285714285714,0.005291005291005291,"['SLC7A11', 'MYL12A', 'CD44', 'PPP1CB', 'RDX', 'SPP1', 'MYH9', 'CD24']",0
GO:0050896,response to stimulus,0.008705259386786,8976,14,14,21031,1.0,0.0015597147950089127,"['SLC7A11', 'MYL12A', 'CD44', 'PPP1CB', 'ABCC2', 'RDX', 'AREG', 'SPP1', 'MYH9', 'DHRS3', 'SLC3A2', 'S100A4', 'CD24', 'ALDH1A1']",0
GO:0009888,tissue development,0.016001658427032647,2010,14,8,21031,0.5714285714285714,0.003980099502487562,"['SLC7A11', 'CD44', 'RDX', 'AREG', 'SPP1', 'MYH9', 'S100A4', 'CD24']",0
KEGG:04810,Regulation of actin cytoskeleton,0.016054434990258798,227,13,4,8484,0.3076923076923077,0.01762114537444934,"['MYL12A', 'PPP1CB', 'RDX', 'MYH9']",0
GO:0070527,platelet aggregation,0.01869602564881976,73,14,3,21031,0.21428571428571427,0.0410958904109589,"['SLC7A11', 'MYL12A', 'MYH9']",0
GO:0065008,regulation of biological quality,0.020792710522388194,2846,14,9,21031,0.6428571428571429,0.003162333099086437,"['SLC7A11', 'MYL12A', 'RDX', 'SPP1', 'MYH9', 'DHRS3', 'SLC3A2', 'CD24', 'ALDH1A1']",0
GO:0022604,regulation of cell morphogenesis,0.021594362092371172,245,14,4,21031,0.2857142857142857,0.0163265306122449,"['MYL12A', 'CD44', 'RDX', 'MYH9']",0
GO:0098609,cell-cell adhesion,0.023602929663794462,946,14,6,21031,0.42857142857142855,0.006342494714587738,"['SLC7A11', 'MYL12A', 'CD44', 'RDX', 'MYH9', 'CD24']",0
GO:0009611,response to wounding,0.027654480758769945,557,14,5,21031,0.35714285714285715,0.008976660682226212,"['SLC7A11', 'MYL12A', 'CD44', 'SPP1', 'MYH9']",0
GO:0042221,response to chemical,0.03439055784454136,3957,14,10,21031,0.7142857142857143,0.0025271670457417236,"['SLC7A11', 'CD44', 'ABCC2', 'RDX', 'AREG', 'SPP1', 'SLC3A2', 'S100A4', 'CD24', 'ALDH1A1']",0
GO:0000101,sulfur amino acid transport,0.03560001131501552,12,14,2,21031,0.14285714285714285,0.16666666666666666,"['SLC7A11', 'SLC3A2']",0
GO:0044597,daunorubicin metabolic process,1.574806912581067e-11,9,15,5,21031,0.3333333333333333,0.5555555555555556,"['AKR1B10', 'AKR1C2', 'AKR1C1', 'AKR1C3', 'AKR1B1']",1
GO:0030638,polyketide metabolic process,3.148365376940322e-11,10,15,5,21031,0.3333333333333333,0.5,"['AKR1B10', 'AKR1C2', 'AKR1C1', 'AKR1C3', 'AKR1B1']",1
GO:0044598,doxorubicin metabolic process,3.148365376940322e-11,10,15,5,21031,0.3333333333333333,0.5,"['AKR1B10', 'AKR1C2', 'AKR1C1', 'AKR1C3', 'AKR1B1']",1
GO:0030647,aminoglycoside antibiotic metabolic process,3.148365376940322e-11,10,15,5,21031,0.3333333333333333,0.5,"['AKR1B10', 'AKR1C2', 'AKR1C1', 'AKR1C3', 'AKR1B1']",1
GO:0016137,glycoside metabolic process,1.9293288753502494e-09,20,15,5,21031,0.3333333333333333,0.25,"['AKR1B10', 'AKR1C2', 'AKR1C1', 'AKR1C3', 'AKR1B1']",1
GO:1902644,tertiary alcohol metabolic process,3.274423574861664e-09,22,15,5,21031,0.3333333333333333,0.22727272727272727,"['AKR1B10', 'AKR1C2', 'AKR1C1', 'AKR1C3', 'AKR1B1']",1
GO:1901661,quinone metabolic process,1.0493786762288424e-07,42,15,5,21031,0.3333333333333333,0.11904761904761904,"['AKR1B10', 'AKR1C2', 'AKR1C1', 'AKR1C3', 'AKR1B1']",1
KEGG:05208,Chemical carcinogenesis - reactive oxygen species,3.0884155699954423e-07,221,12,7,8484,0.5833333333333334,0.03167420814479638,"['EPHX1', 'MGST1', 'AKR1C2', 'AKR1C1', 'AKR1C3', 'GSTO1', 'HMOX1']",1
GO:0019748,secondary metabolic process,4.6859888848685203e-07,56,15,5,21031,0.3333333333333333,0.08928571428571429,"['AKR1B10', 'AKR1C2', 'AKR1C1', 'AKR1C3', 'AKR1B1']",1
GO:0120254,olefinic compound metabolic process,1.2379768515230077e-06,161,15,6,21031,0.4,0.037267080745341616,"['EPHX1', 'AKR1B10', 'AKR1C2', 'AKR1C1', 'AKR1C3', 'AKR1B1']",1
GO:0071395,cellular response to jasmonic acid stimulus,1.676566804912662e-06,4,15,3,21031,0.2,0.75,"['AKR1C2', 'AKR1C1', 'AKR1C3']",1
GO:0009753,response to jasmonic acid,1.676566804912662e-06,4,15,3,21031,0.2,0.75,"['AKR1C2', 'AKR1C1', 'AKR1C3']",1
