native,name,p_value,term_size,query_size,intersection_size,effective_domain_size,precision,recall,intersections,group
GO:0007155,cell adhesion,1.0704930311934146e-08,1512,36,18,21031,0.5,0.011904761904761904,"['ITGAV', 'ITGA3', 'PPP1CB', 'CD24', 'MFGE8', 'RDX', 'PTPRS', 'MYH9', 'PPP1R12A', 'LAMA5', 'FN1', 'NRG1', 'SPP1', 'SLC7A11', 'MYL12A', 'BCAM', 'APP', 'CD44']",0
KEGG:04510,Focal adhesion,2.809316807312727e-07,202,34,10,8484,0.29411764705882354,0.04950495049504951,"['ITGAV', 'ITGA3', 'PPP1CB', 'PPP1R12A', 'LAMA5', 'FN1', 'SPP1', 'MYL12B', 'MYL12A', 'MET']",0
GO:0051716,cellular response to stimulus,6.63211384479229e-07,7394,36,31,21031,0.8611111111111112,0.004192588585339464,"['ITGAV', 'ITGA3', 'PPP1CB', 'COL5A2', 'ESD', 'S100A4', 'CD24', 'EREG', 'ADH5', 'RDX', 'ABCC1', 'PTPRS', 'MYH9', 'PPP1R12A', 'LAMA5', 'ALDH1A1', 'ALDH3A1', 'FN1', 'ABCC2', 'NRG1', 'AREG', 'SLC7A5', 'SPP1', 'DHRS3', 'SLC7A11', 'BCAM', 'MET', 'ABCG2', 'APP', 'GPC1', 'CD44']",0
GO:0042221,response to chemical,7.363024817480306e-07,3957,36,24,21031,0.6666666666666666,0.006065200909780136,"['ITGAV', 'ITGA3', 'COL5A2', 'ESD', 'SLC3A2', 'S100A4', 'CD24', 'EREG', 'ADH5', 'RDX', 'ABCC1', 'PPP1R12A', 'ALDH1A1', 'ALDH3A1', 'ABCC2', 'NRG1', 'AREG', 'SLC7A5', 'SPP1', 'SLC7A11', 'MET', 'ABCG2', 'APP', 'CD44']",0
GO:0009888,tissue development,1.1925028496508145e-06,2010,36,18,21031,0.5,0.008955223880597015,"['ITGAV', 'ITGA3', 'COL5A2', 'S100A4', 'CD24', 'EREG', 'RDX', 'PTPRS', 'MYH9', 'LAMA5', 'FN1', 'NRG1', 'AREG', 'SPP1', 'SLC7A11', 'MET', 'GPC1', 'CD44']",0
GO:0050896,response to stimulus,1.5085968064368546e-06,8976,36,33,21031,0.9166666666666666,0.003676470588235294,"['ITGAV', 'ITGA3', 'PPP1CB', 'COL5A2', 'ESD', 'SLC3A2', 'S100A4', 'CD24', 'EREG', 'ADH5', 'RDX', 'ABCC1', 'PTPRS', 'MYH9', 'PPP1R12A', 'LAMA5', 'ALDH1A1', 'ALDH3A1', 'FN1', 'ABCC2', 'NRG1', 'AREG', 'SLC7A5', 'SPP1', 'DHRS3', 'SLC7A11', 'MYL12A', 'BCAM', 'MET', 'ABCG2', 'APP', 'GPC1', 'CD44']",0
GO:0009653,anatomical structure morphogenesis,1.9940310168857247e-06,2684,36,20,21031,0.5555555555555556,0.007451564828614009,"['ITGAV', 'ITGA3', 'COL5A2', 'EREG', 'MFGE8', 'RDX', 'PTPRS', 'MYH9', 'LAMA5', 'FN1', 'NRG1', 'AREG', 'SPP1', 'MYL12B', 'DHRS3', 'MYL12A', 'MET', 'APP', 'GPC1', 'CD44']",0
KEGG:04810,Regulation of actin cytoskeleton,1.3211363141405876e-05,227,34,9,8484,0.2647058823529412,0.039647577092511016,"['ITGAV', 'ITGA3', 'PPP1CB', 'RDX', 'MYH9', 'PPP1R12A', 'FN1', 'MYL12B', 'MYL12A']",0
GO:0050793,regulation of developmental process,2.9694182472146324e-05,2455,36,18,21031,0.5,0.007331975560081467,"['ITGAV', 'COL5A2', 'CD24', 'EREG', 'RDX', 'PTPRS', 'MYH9', 'LAMA5', 'FN1', 'NRG1', 'AREG', 'SLC7A5', 'SPP1', 'MYL12B', 'MYL12A', 'APP', 'GPC1', 'CD44']",0
GO:0065008,regulation of biological quality,4.343105225418936e-05,2846,36,19,21031,0.5277777777777778,0.0066760365425158116,"['ITGAV', 'DHRS4', 'SLC3A2', 'CD24', 'ADH5', 'RDX', 'ABCC1', 'PTPRS', 'MYH9', 'ALDH1A1', 'FN1', 'NRG1', 'SLC7A5', 'SPP1', 'MYL12B', 'DHRS3', 'SLC7A11', 'MYL12A', 'APP']",0
KEGG:05205,Proteoglycans in cancer,8.063937088647256e-05,205,34,8,8484,0.23529411764705882,0.03902439024390244,"['ITGAV', 'PPP1CB', 'RDX', 'PPP1R12A', 'FN1', 'MET', 'GPC1', 'CD44']",0
KEGG:04512,ECM-receptor interaction,8.978948088581739e-05,89,34,6,8484,0.17647058823529413,0.06741573033707865,"['ITGAV', 'ITGA3', 'LAMA5', 'FN1', 'SPP1', 'CD44']",0
GO:0072348,sulfur compound transport,0.00011442630629180597,62,36,5,21031,0.1388888888888889,0.08064516129032258,"['SLC3A2', 'ABCC1', 'SLC7A5', 'SLC7A11', 'ABCG2']",0
GO:0070887,cellular response to chemical stimulus,0.0001199723364395301,2683,36,18,21031,0.5,0.006708907938874394,"['COL5A2', 'ESD', 'CD24', 'EREG', 'ADH5', 'RDX', 'ABCC1', 'PPP1R12A', 'ALDH1A1', 'ALDH3A1', 'ABCC2', 'SLC7A5', 'SPP1', 'SLC7A11', 'MET', 'ABCG2', 'APP', 'CD44']",0
GO:1990962,xenobiotic transport across blood-brain barrier,0.00015827025777936915,6,36,3,21031,0.08333333333333333,0.5,"['ABCC1', 'ABCC2', 'ABCG2']",0
GO:0006081,cellular aldehyde metabolic process,0.0003211128598832259,76,36,5,21031,0.1388888888888889,0.06578947368421052,"['DHRS4', 'ESD', 'ADH5', 'ALDH1A1', 'ALDH3A1']",0
GO:0009611,response to wounding,0.0005154967111488979,557,36,9,21031,0.25,0.01615798922800718,"['EREG', 'PTPRS', 'MYH9', 'FN1', 'NRG1', 'SPP1', 'SLC7A11', 'MYL12A', 'CD44']",0
GO:0110095,cellular detoxification of aldehyde,0.0006623910405725793,9,36,3,21031,0.08333333333333333,0.3333333333333333,"['ESD', 'ADH5', 'ALDH1A1']",0
GO:0048513,animal organ development,0.0008189769227301706,3039,36,18,21031,0.5,0.005923000987166831,"['ITGA3', 'COL5A2', 'S100A4', 'CD24', 'EREG', 'PTPRS', 'LAMA5', 'FN1', 'NRG1', 'AREG', 'SLC7A5', 'SPP1', 'DHRS3', 'SLC7A11', 'MET', 'APP', 'GPC1', 'CD44']",0
GO:0030155,regulation of cell adhesion,0.0008288148714210243,778,36,10,21031,0.2777777777777778,0.012853470437017995,"['ITGAV', 'ITGA3', 'PPP1CB', 'CD24', 'RDX', 'PPP1R12A', 'LAMA5', 'FN1', 'NRG1', 'CD44']",0
GO:0000101,sulfur amino acid transport,0.0017287169142127259,12,36,3,21031,0.08333333333333333,0.25,"['SLC3A2', 'SLC7A5', 'SLC7A11']",0
GO:0048731,system development,0.0017468915248281779,3973,36,20,21031,0.5555555555555556,0.005033979360684621,"['ITGAV', 'ITGA3', 'COL5A2', 'CD24', 'EREG', 'MFGE8', 'PTPRS', 'MYH9', 'LAMA5', 'FN1', 'NRG1', 'AREG', 'SLC7A5', 'SPP1', 'DHRS3', 'SLC7A11', 'MET', 'APP', 'GPC1', 'CD44']",0
GO:0035295,tube development,0.0021744952772130236,1091,36,11,21031,0.3055555555555556,0.01008249312557287,"['ITGAV', 'ITGA3', 'CD24', 'EREG', 'MFGE8', 'MYH9', 'LAMA5', 'FN1', 'AREG', 'SLC7A11', 'MET']",0
GO:0042908,xenobiotic transport,0.0022985003195250763,48,36,4,21031,0.1111111111111111,0.08333333333333333,"['ABCC1', 'ABCC2', 'SLC7A5', 'ABCG2']",0
GO:0035987,endodermal cell differentiation,0.002713830497542226,50,36,4,21031,0.1111111111111111,0.08,"['ITGAV', 'COL5A2', 'MYH9', 'FN1']",0
GO:0007229,integrin-mediated signaling pathway,0.0027689817352445343,117,36,5,21031,0.1388888888888889,0.042735042735042736,"['ITGAV', 'ITGA3', 'MYH9', 'LAMA5', 'FN1']",0
GO:0048856,anatomical structure development,0.0027954460378749667,5899,36,24,21031,0.6666666666666666,0.0040684861840989996,"['ITGAV', 'ITGA3', 'COL5A2', 'S100A4', 'CD24', 'EREG', 'MFGE8', 'RDX', 'PTPRS', 'MYH9', 'LAMA5', 'FN1', 'NRG1', 'AREG', 'SLC7A5', 'SPP1', 'MYL12B', 'DHRS3', 'SLC7A11', 'MYL12A', 'MET', 'APP', 'GPC1', 'CD44']",0
GO:0010033,response to organic substance,0.0037626230040008644,2637,36,16,21031,0.4444444444444444,0.006067500948047023,"['ITGA3', 'COL5A2', 'ESD', 'SLC3A2', 'CD24', 'EREG', 'ADH5', 'RDX', 'ABCC1', 'ALDH1A1', 'AREG', 'SLC7A5', 'SPP1', 'SLC7A11', 'APP', 'CD44']",0
GO:0001704,formation of primary germ layer,0.004313547615719181,128,36,5,21031,0.1388888888888889,0.0390625,"['ITGAV', 'ITGA3', 'COL5A2', 'MYH9', 'FN1']",0
KEGG:04151,PI3K-Akt signaling pathway,0.004648429373724299,356,34,8,8484,0.23529411764705882,0.02247191011235955,"['ITGAV', 'ITGA3', 'EREG', 'LAMA5', 'FN1', 'AREG', 'SPP1', 'MET']",0
GO:0001706,endoderm formation,0.0053047093808632996,59,36,4,21031,0.1111111111111111,0.06779661016949153,"['ITGAV', 'COL5A2', 'MYH9', 'FN1']",0
GO:0110096,cellular response to aldehyde,0.005311949354466728,17,36,3,21031,0.08333333333333333,0.17647058823529413,"['ESD', 'ADH5', 'ALDH1A1']",0
GO:0022604,regulation of cell morphogenesis,0.005891322104447758,245,36,6,21031,0.16666666666666666,0.024489795918367346,"['RDX', 'MYH9', 'FN1', 'MYL12B', 'MYL12A', 'CD44']",0
GO:0008360,regulation of cell shape,0.006698677983617508,140,36,5,21031,0.1388888888888889,0.03571428571428571,"['RDX', 'MYH9', 'FN1', 'MYL12B', 'MYL12A']",0
GO:0016477,cell migration,0.006949860618829136,1496,36,12,21031,0.3333333333333333,0.008021390374331552,"['ITGAV', 'ITGA3', 'CD24', 'RDX', 'ABCC1', 'MYH9', 'LAMA5', 'FN1', 'MET', 'APP', 'GPC1', 'CD44']",0
GO:0000902,cell morphogenesis,0.007048797582563016,986,36,10,21031,0.2777777777777778,0.010141987829614604,"['RDX', 'PTPRS', 'MYH9', 'FN1', 'SPP1', 'MYL12B', 'MYL12A', 'MET', 'APP', 'CD44']",0
KEGG:00830,Retinol metabolism,0.01098162620145231,68,34,4,8484,0.11764705882352941,0.058823529411764705,"['DHRS4', 'ADH5', 'ALDH1A1', 'DHRS3']",0
GO:0042060,wound healing,0.01136172014005087,425,36,7,21031,0.19444444444444445,0.01647058823529412,"['EREG', 'MYH9', 'FN1', 'NRG1', 'SLC7A11', 'MYL12A', 'CD44']",0
GO:0045595,regulation of cell differentiation,0.01190249835868771,1576,36,12,21031,0.3333333333333333,0.007614213197969543,"['ITGAV', 'COL5A2', 'CD24', 'EREG', 'PTPRS', 'FN1', 'NRG1', 'AREG', 'SLC7A5', 'SPP1', 'APP', 'GPC1']",0
GO:0038128,ERBB2 signaling pathway,0.013737156343968111,23,36,3,21031,0.08333333333333333,0.13043478260869565,"['EREG', 'NRG1', 'AREG']",0
GO:0015821,methionine transport,0.014719607914890345,3,36,2,21031,0.05555555555555555,0.6666666666666666,"['SLC3A2', 'SLC7A5']",0
GO:0015828,tyrosine transport,0.014719607914890345,3,36,2,21031,0.05555555555555555,0.6666666666666666,"['SLC3A2', 'SLC7A5']",0
GO:0046294,formaldehyde catabolic process,0.014719607914890345,3,36,2,21031,0.05555555555555555,0.6666666666666666,"['ESD', 'ADH5']",0
