native,name,p_value,term_size,query_size,intersection_size,effective_domain_size,precision,recall,intersections,group
GO:0080090,regulation of primary metabolic process,0.03053479710638507,5591,119,53,21031,0.44537815126050423,0.00947952065820068,"['NOC2L', 'ERRFI1', 'DFFA', 'AKIRIN1', 'PABPC4', 'ITGB3BP', 'LRIF1', 'BATF3', 'ID2', 'ODC1', 'HES6', 'TWIST2', 'RPUSD3', 'PPARG', 'SS18L2', 'LYAR', 'EREG', 'AREG', 'RICTOR', 'CXXC5', 'CCND3', 'BAG2', 'NR0B1', 'MID1IP1', 'RBPMS', 'EIF4EBP1', 'TLE1', 'ENDOG', 'PHLDA2', 'GAL', 'ZNF22', 'TSPAN15', 'HHEX', 'CACUL1', 'TIAL1', 'TEAD4', 'HMGA2', 'TESC', 'NOL3', 'MAP2K3', 'ETV4', 'MIF4GD', 'UNK', 'PMAIP1', 'TRIB3', 'FOXA2', 'FSTL3', 'HMG20B', 'ATF5', 'MYADM', 'ZNF544', 'HMOX1', 'ATF4']",7
GO:0044092,negative regulation of molecular function,0.04672551312205255,672,119,14,21031,0.11764705882352941,0.020833333333333332,"['ERRFI1', 'DFFA', 'ID2', 'HES6', 'PPARG', 'BAG2', 'PPP1R35', 'NR0B1', 'PPIF', 'HHEX', 'HMGA2', 'NOL3', 'TRIB3', 'FOXA2']",7
GO:0006260,DNA replication,9.496295899755788e-29,281,44,23,21031,0.5227272727272727,0.08185053380782918,"['DTL', 'MCM6', 'TOPBP1', 'RFC1', 'GMNN', 'MCM3', 'ESCO2', 'GINS4', 'MCM4', 'FAM111B', 'FEN1', 'CHEK1', 'MCM10', 'RMI2', 'ORC6', 'GINS2', 'CDT1', 'ATAD5', 'CDC6', 'BRCA1', 'PCNA', 'CHAF1A', 'CCNE1']",12
GO:0006259,DNA metabolic process,5.076424624225448e-26,1040,44,30,21031,0.6818181818181818,0.028846153846153848,"['CLSPN', 'DTL', 'MSH6', 'MCM6', 'TOPBP1', 'RFC1', 'GMNN', 'HIST1H1E', 'MCM3', 'XRCC2', 'ESCO2', 'GINS4', 'MCM4', 'FAM111B', 'FEN1', 'CDCA5', 'CHEK1', 'MCM10', 'UNG', 'RMI2', 'ORC6', 'GINS2', 'CDT1', 'ATAD5', 'CDC6', 'PSMC3IP', 'BRCA1', 'PCNA', 'CHAF1A', 'CCNE1']",12
GO:0006261,DNA-templated DNA replication,5.522779281062811e-22,162,44,17,21031,0.38636363636363635,0.10493827160493827,"['MCM6', 'TOPBP1', 'RFC1', 'GMNN', 'MCM3', 'GINS4', 'MCM4', 'FEN1', 'MCM10', 'ORC6', 'GINS2', 'CDT1', 'ATAD5', 'CDC6', 'BRCA1', 'PCNA', 'CCNE1']",12
GO:0006974,DNA damage response,4.9297725701443795e-20,896,44,25,21031,0.5681818181818182,0.027901785714285716,"['CLSPN', 'DTL', 'MSH6', 'MCM6', 'TOPBP1', 'RFC1', 'ING2', 'MCM3', 'XRCC2', 'ESCO2', 'GINS4', 'MCM4', 'FEN1', 'CDCA5', 'CHEK1', 'MCM10', 'UNG', 'WDR76', 'RMI2', 'GINS2', 'ATAD5', 'BRCA1', 'PCNA', 'E2F1', 'CHAF1A']",12
GO:0022402,cell cycle process,5.15695429803922e-19,1276,44,27,21031,0.6136363636363636,0.02115987460815047,"['CLSPN', 'DTL', 'MSH6', 'MCM6', 'TOPBP1', 'ING2', 'CENPU', 'GMNN', 'MCM3', 'XRCC2', 'ESCO2', 'MCM4', 'FEN1', 'CDCA5', 'CHEK1', 'WDR76', 'RMI2', 'CDT1', 'ATAD5', 'MYO19', 'CDC6', 'PSMC3IP', 'BRCA1', 'PCNA', 'E2F1', 'CCNE1', 'NUP62']",12
GO:0006281,DNA repair,1.9034741612957794e-16,604,44,20,21031,0.45454545454545453,0.033112582781456956,"['CLSPN', 'DTL', 'MSH6', 'MCM6', 'TOPBP1', 'RFC1', 'MCM3', 'XRCC2', 'ESCO2', 'GINS4', 'MCM4', 'FEN1', 'CDCA5', 'CHEK1', 'UNG', 'RMI2', 'GINS2', 'BRCA1', 'PCNA', 'CHAF1A']",12
GO:0007049,cell cycle,2.8802826997474224e-16,1819,44,28,21031,0.6363636363636364,0.015393073117097306,"['CLSPN', 'DTL', 'MSH6', 'MCM6', 'TOPBP1', 'ING2', 'CENPU', 'GMNN', 'MCM3', 'XRCC2', 'ESCO2', 'MCM4', 'FEN1', 'CDCA5', 'CHEK1', 'WDR76', 'RMI2', 'CDT1', 'ATAD5', 'MYO19', 'CDC6', 'PSMC3IP', 'BRCA1', 'PCNA', 'E2F1', 'CHAF1A', 'CCNE1', 'NUP62']",12
GO:0006270,DNA replication initiation,3.4315565656795683e-16,37,44,10,21031,0.22727272727272727,0.2702702702702703,"['MCM6', 'TOPBP1', 'GMNN', 'MCM3', 'MCM4', 'MCM10', 'ORC6', 'CDT1', 'CDC6', 'CCNE1']",12
GO:0006310,DNA recombination,6.1316513173520195e-15,334,44,16,21031,0.36363636363636365,0.04790419161676647,"['MSH6', 'MCM6', 'TOPBP1', 'HIST1H1E', 'MCM3', 'XRCC2', 'GINS4', 'MCM4', 'FEN1', 'CHEK1', 'UNG', 'RMI2', 'GINS2', 'ATAD5', 'PSMC3IP', 'BRCA1']",12
GO:0033554,cellular response to stress,4.218888011319809e-14,1770,44,26,21031,0.5909090909090909,0.014689265536723164,"['CLSPN', 'DTL', 'MSH6', 'MCM6', 'TOPBP1', 'RFC1', 'ING2', 'MCM3', 'XRCC2', 'ESCO2', 'GINS4', 'MCM4', 'FEN1', 'CDCA5', 'CHEK1', 'MCM10', 'UNG', 'WDR76', 'RMI2', 'GINS2', 'ATAD5', 'BRCA1', 'PCNA', 'E2F1', 'CHAF1A', 'NUP62']",12
KEGG:04110,Cell cycle,1.4457167575290656e-13,157,24,12,8484,0.5,0.07643312101910828,"['MCM6', 'MCM3', 'ESCO2', 'MCM4', 'CDCA5', 'CHEK1', 'ORC6', 'CDT1', 'CDC6', 'PCNA', 'E2F1', 'CCNE1']",12
GO:0051276,chromosome organization,7.210381408634641e-12,635,44,17,21031,0.38636363636363635,0.026771653543307086,"['MCM6', 'RFC1', 'HIST1H1E', 'MCM3', 'ESCO2', 'GINS4', 'MCM4', 'FEN1', 'CDCA5', 'RMI2', 'GINS2', 'CDT1', 'CDC6', 'PSMC3IP', 'PCNA', 'CCNE1', 'NUP62']",12
GO:0033260,nuclear DNA replication,3.2669511379979707e-11,41,44,8,21031,0.18181818181818182,0.1951219512195122,"['MCM6', 'GMNN', 'MCM3', 'MCM4', 'FEN1', 'CDT1', 'ATAD5', 'PCNA']",12
GO:0044786,cell cycle DNA replication,7.32530953649336e-11,45,44,8,21031,0.18181818181818182,0.17777777777777778,"['MCM6', 'GMNN', 'MCM3', 'MCM4', 'FEN1', 'CDT1', 'ATAD5', 'PCNA']",12
GO:0000278,mitotic cell cycle,1.23393696416142e-10,895,44,18,21031,0.4090909090909091,0.02011173184357542,"['CLSPN', 'DTL', 'MCM6', 'TOPBP1', 'GMNN', 'MCM3', 'XRCC2', 'MCM4', 'CDCA5', 'CHEK1', 'CDT1', 'ATAD5', 'CDC6', 'BRCA1', 'PCNA', 'E2F1', 'CCNE1', 'NUP62']",12
GO:1903047,mitotic cell cycle process,1.6649013091198928e-09,745,44,16,21031,0.36363636363636365,0.021476510067114093,"['CLSPN', 'DTL', 'MCM6', 'TOPBP1', 'MCM3', 'MCM4', 'CDCA5', 'CHEK1', 'CDT1', 'ATAD5', 'CDC6', 'BRCA1', 'PCNA', 'E2F1', 'CCNE1', 'NUP62']",12
GO:0006302,double-strand break repair,2.1794272860877963e-09,309,44,12,21031,0.2727272727272727,0.038834951456310676,"['MCM6', 'MCM3', 'XRCC2', 'ESCO2', 'GINS4', 'MCM4', 'FEN1', 'CDCA5', 'CHEK1', 'RMI2', 'GINS2', 'BRCA1']",12
GO:0051052,regulation of DNA metabolic process,3.0842093211761544e-09,521,44,14,21031,0.3181818181818182,0.026871401151631478,"['MSH6', 'MCM6', 'GMNN', 'HIST1H1E', 'MCM3', 'ESCO2', 'MCM4', 'CHEK1', 'RMI2', 'CDT1', 'ATAD5', 'CDC6', 'BRCA1', 'PCNA']",12
GO:0000724,double-strand break repair via homologous recombination,4.860424540124988e-09,176,44,10,21031,0.22727272727272727,0.056818181818181816,"['MCM6', 'MCM3', 'XRCC2', 'GINS4', 'MCM4', 'FEN1', 'CHEK1', 'RMI2', 'GINS2', 'BRCA1']",12
