ABI2	RAC3
ABI2	WASF2
ACTR1A	ACTR1B
ACTR1A	CAPZA1
ACTR1A	DCTN6
ACTR1B	CAPZA1
ACTR1B	DCTN6
ADA	NT5E
ADK	AK3
ADK	NT5E
ADK	PDE8A
AGTRAP	CAMLG
AGTRAP	PITPNC1
AHNAK	AHNAK2
AHNAK	CAPN1
AHNAK	EZR
AHNAK	MYOF
AK3	NT5E
AK3	PDE8A
AKAP9	PKN1
AP2A2	EHD2
AP2A2	FCHO1
AP2A2	HIP1
AREG	EREG
AREG	MET
AREG	S100A4
ARPC1B	WASF2
ATG5	BCL2L1
ATG5	FADD
ATG5	WIPI2
AZI2	TANK
BBC3	BCL2L1
BBC3	MCL1
BBC3	PMAIP1
BCAR1	ILK
BCAR1	PTPN12
BCAR1	PXN
BCAR1	VASP
BCAR1	ZYX
BCL2L1	CFLAR
BCL2L1	CTSB
BCL2L1	CTSL
BCL2L1	MCL1
BCL2L1	PMAIP1
CAMLG	UBL4A
CANT1	IMPDH1
CANT1	SLC26A2
CAPZA1	DCTN6
CAPZA1	SH3KBP1
CD44	EZR
CD44	HYAL2
CD44	LAMC2
CD44	MET
CD44	NT5E
CD44	SRGN
CD44	TIMP1
CD44	TWIST2
CD44	VIM
CFLAR	FADD
CTSB	CTSL
CTSB	PLAU
CTTN	PXN
CTTN	VASP
CTTN	VCL
CTTN	WASF2
DCTD	NT5E
DCTD	TYMP
DCTN6	DYNC1H1
DIAPH1	RHOB
DKK1	SFRP1
DYNC1H1	DYNLT3
DYNC1H1	RILP
EHBP1	EHD1
EHBP1	EHD2
EHD1	RAB11FIP2
EHD2	MYOF
EZR	MYH9
EZR	PXN
EZR	SLC9A3R1
EZR	VASP
EZR	VCL
FADD	TANK
FERMT1	ILK
FERMT1	PLEK2
FSCN1	RAB35
GNAI2	GNB5
GNAI2	GNG11
GNAI2	GNG12
GNAI2	RGS19
GNAI2	RIC8A
GNB5	RGS19
GNG12	PAK4
ILK	LIMS1
ILK	PXN
ILK	VCL
ILK	ZYX
IMPDH1	NT5E
IRF3	TANK
ITGA2	ITGA3
ITGA2	LAMC2
ITGA3	LAMC2
LETM1	TRAPPC10
LIMS1	PXN
LIMS1	VCL
MAP2K3	PKN1
MAP2K3	RAC3
MAP2K3	TAOK1
MCL1	PMAIP1
MET	SH3KBP1
MYH9	S100A4
NT5E	NUDT15
NT5E	TYMP
PAK4	RAC3
PAK4	RHOV
PARD6A	RAC3
PITPNC1	RAB1B
PKN1	PKN2
PKN1	RHOB
PLAU	PLAUR
PLAU	SERPINE2
PODXL	RAB35
PTPN12	PXN
PXN	VASP
PXN	VCL
PXN	ZYX
RAB11B	RAB11FIP2
RAB11B	RAB1B
RAB1B	TBC1D20
RAB1B	TRAPPC4
RAB1B	TRAPPC6A
RAC3	RALA
RAC3	RALB
RAC3	WASF2
RALA	RALB
SERPINE2	SNX6
SLC10A3	UBL4A
STK25	TAOK1
TES	VASP
TES	ZYX
TRAPPC4	TRAPPC6A
VASP	VCL
VASP	ZYX
VCL	ZYX
