native,name,p_value,term_size,query_size,intersection_size,effective_domain_size,precision,recall,intersections,group
GO:0032502,developmental process,9.662803236375117e-26,6453,350,208,21031,0.5942857142857143,0.03223306988997365,"['AGRN', 'EPHA2', 'ARID1A', 'RBBP4', 'MACF1', 'SLC2A1', 'PTPRF', 'CSF1', 'CERS2', 'ADAR', 'ABL2', 'ELF3', 'IRF2BP2', 'LPIN1', 'SDC1', 'RHOB', 'FOSL2', 'CRIM1', 'EPAS1', 'DCTN1', 'ATOH8', 'SNRNP200', 'NCKAP1', 'COL5A2', 'STAT1', 'CFLAR', 'GPC1', 'SLC6A6', 'UBP1', 'MAP4', 'DAG1', 'ALCAM', 'KPNA1', 'ITGB5', 'SEC61A1', 'WWTR1', 'MBNL1', 'TBL1XR1', 'EIF4G1', 'CLDN1', 'TFRC', 'RBM47', 'EREG', 'GPRIN3', 'FGF2', 'PGRMC2', 'PALLD', 'IL6ST', 'AFF4', 'CTNNA1', 'DIAPH1', 'SLC26A2', 'TCOF1', 'WWC1', 'NEDD9', 'IER3', 'PRRC2A', 'BRD2', 'TMEM30A', 'MARCKS', 'RSPO3', 'ADGRG6', 'SYNE1', 'QKI', 'EGFR', 'HIP1', 'SEMA3C', 'CDK6', 'CUX1', 'NRCAM', 'CAV2', 'CAV1', 'MET', 'HIPK2', 'SLC4A2', 'MID1', 'RPS6KA3', 'SAT1', 'USP9X', 'HUWE1', 'PLS3', 'FLNA', 'MFHAS1', 'DLC1', 'SLC39A14', 'LOXL2', 'DPYSL2', 'TACC1', 'ADAM9', 'GPAT4', 'IMPAD1', 'AGO2', 'SCRIB', 'TMEM2', 'LRRC8A', 'PRRC2B', 'NELFB', 'TMEM41B', 'SWAP70', 'EIF4G2', 'CAPRIN1', 'CELF1', 'PTPRJ', 'DDB1', 'EHD1', 'CAPN1', 'UCP2', 'BIRC2', 'ARCN1', 'UBASH3B', 'KLF6', 'SVIL', 'NRP1', 'BICC1', 'HERC4', 'PSAP', 'MCU', 'VCL', 'GLUD1', 'PAPSS2', 'PDZD8', 'CNTN1', 'ANO6', 'KRT80', 'SYT1', 'FGD6', 'NTN4', 'CORO1C', 'ANAPC7', 'RAB35', 'NCOR2', 'LRP10', 'HIF1A', 'CCDC85C', 'TNFAIP2', 'INF2', 'GABRB3', 'GABRA5', 'ADAM10', 'TPM1', 'IREB2', 'AKAP13', 'ABHD2', 'IQGAP1', 'IGF1R', 'RBBP6', 'TNRC6A', 'DOK4', 'CNOT1', 'ZFHX3', 'GLG1', 'ZDHHC7', 'SLC7A5', 'SPG7', 'PITPNA', 'CHD3', 'PFAS', 'SREBF1', 'FLII', 'MAP2K3', 'SUPT6H', 'GIT1', 'NF1', 'JUP', 'FKBP10', 'STAT3', 'FZD2', 'GJC1', 'NMT1', 'PLCD3', 'HEXIM1', 'NFE2L1', 'ITGA3', 'MSI2', 'SMARCD2', 'PRKAR1A', 'HGS', 'CSNK1D', 'NPC1', 'SMAD2', 'JAG1', 'GINS1', 'BCL2L1', 'KIF3B', 'MMP24', 'SRC', 'B4GALT5', 'LAMA5', 'FSTL3', 'MBD3', 'AP3D1', 'NCLN', 'LDLR', 'GATAD2A', 'LRP3', 'ACTN4', 'PAK4', 'ARHGAP35', 'EHD2', 'MBOAT7', 'NF2', 'GAL3ST1', 'TUG1', 'MYH9', 'DDX17', 'WNT7B', 'APP', 'COL18A1']",3
GO:0048856,anatomical structure development,1.509748325458509e-25,5899,350,197,21031,0.5628571428571428,0.03339549076114596,"['AGRN', 'EPHA2', 'ARID1A', 'RBBP4', 'MACF1', 'SLC2A1', 'PTPRF', 'CSF1', 'CERS2', 'ADAR', 'ABL2', 'ELF3', 'IRF2BP2', 'LPIN1', 'SDC1', 'RHOB', 'FOSL2', 'CRIM1', 'EPAS1', 'DCTN1', 'ATOH8', 'NCKAP1', 'COL5A2', 'STAT1', 'CFLAR', 'GPC1', 'UBP1', 'MAP4', 'DAG1', 'ALCAM', 'KPNA1', 'ITGB5', 'SEC61A1', 'WWTR1', 'MBNL1', 'TBL1XR1', 'EIF4G1', 'CLDN1', 'TFRC', 'RBM47', 'EREG', 'GPRIN3', 'FGF2', 'PGRMC2', 'PALLD', 'IL6ST', 'AFF4', 'CTNNA1', 'DIAPH1', 'SLC26A2', 'TCOF1', 'NEDD9', 'IER3', 'BRD2', 'TMEM30A', 'MARCKS', 'RSPO3', 'ADGRG6', 'SYNE1', 'QKI', 'EGFR', 'SEMA3C', 'CDK6', 'CUX1', 'NRCAM', 'CAV2', 'CAV1', 'MET', 'HIPK2', 'SLC4A2', 'MID1', 'RPS6KA3', 'SAT1', 'USP9X', 'HUWE1', 'PLS3', 'FLNA', 'MFHAS1', 'DLC1', 'SLC39A14', 'LOXL2', 'DPYSL2', 'TACC1', 'ADAM9', 'GPAT4', 'IMPAD1', 'AGO2', 'SCRIB', 'TMEM2', 'LRRC8A', 'TMEM41B', 'SWAP70', 'EIF4G2', 'CAPRIN1', 'CELF1', 'PTPRJ', 'DDB1', 'EHD1', 'CAPN1', 'UCP2', 'BIRC2', 'ARCN1', 'UBASH3B', 'KLF6', 'SVIL', 'NRP1', 'BICC1', 'PSAP', 'MCU', 'VCL', 'GLUD1', 'PAPSS2', 'PDZD8', 'CNTN1', 'ANO6', 'KRT80', 'SYT1', 'FGD6', 'NTN4', 'CORO1C', 'ANAPC7', 'RAB35', 'NCOR2', 'LRP10', 'HIF1A', 'CCDC85C', 'TNFAIP2', 'INF2', 'GABRB3', 'GABRA5', 'ADAM10', 'TPM1', 'IREB2', 'AKAP13', 'ABHD2', 'IQGAP1', 'IGF1R', 'RBBP6', 'TNRC6A', 'DOK4', 'CNOT1', 'ZFHX3', 'GLG1', 'ZDHHC7', 'SLC7A5', 'SPG7', 'PITPNA', 'PFAS', 'SREBF1', 'FLII', 'MAP2K3', 'SUPT6H', 'GIT1', 'NF1', 'JUP', 'FKBP10', 'STAT3', 'FZD2', 'GJC1', 'NMT1', 'PLCD3', 'HEXIM1', 'NFE2L1', 'ITGA3', 'MSI2', 'SMARCD2', 'PRKAR1A', 'HGS', 'CSNK1D', 'NPC1', 'SMAD2', 'JAG1', 'GINS1', 'BCL2L1', 'KIF3B', 'MMP24', 'SRC', 'B4GALT5', 'LAMA5', 'FSTL3', 'MBD3', 'AP3D1', 'NCLN', 'LDLR', 'ACTN4', 'PAK4', 'ARHGAP35', 'EHD2', 'MBOAT7', 'NF2', 'GAL3ST1', 'TUG1', 'MYH9', 'DDX17', 'WNT7B', 'APP', 'COL18A1']",3
GO:0007275,multicellular organism development,1.0706109868296798e-21,4643,350,164,21031,0.4685714285714286,0.03532199009261253,"['AGRN', 'EPHA2', 'ARID1A', 'RBBP4', 'MACF1', 'SLC2A1', 'PTPRF', 'CSF1', 'CERS2', 'ADAR', 'ABL2', 'ELF3', 'LPIN1', 'SDC1', 'RHOB', 'FOSL2', 'CRIM1', 'EPAS1', 'DCTN1', 'ATOH8', 'NCKAP1', 'COL5A2', 'STAT1', 'CFLAR', 'GPC1', 'UBP1', 'MAP4', 'DAG1', 'ALCAM', 'ITGB5', 'SEC61A1', 'WWTR1', 'MBNL1', 'TBL1XR1', 'EIF4G1', 'CLDN1', 'TFRC', 'EREG', 'GPRIN3', 'FGF2', 'PALLD', 'IL6ST', 'CTNNA1', 'SLC26A2', 'TCOF1', 'NEDD9', 'BRD2', 'TMEM30A', 'MARCKS', 'RSPO3', 'ADGRG6', 'SYNE1', 'QKI', 'EGFR', 'SEMA3C', 'CDK6', 'CUX1', 'NRCAM', 'CAV1', 'MET', 'HIPK2', 'SLC4A2', 'MID1', 'RPS6KA3', 'SAT1', 'USP9X', 'PLS3', 'FLNA', 'DLC1', 'SLC39A14', 'LOXL2', 'DPYSL2', 'TACC1', 'IMPAD1', 'AGO2', 'SCRIB', 'TMEM2', 'TMEM41B', 'SWAP70', 'EIF4G2', 'CAPRIN1', 'CELF1', 'PTPRJ', 'EHD1', 'UCP2', 'ARCN1', 'UBASH3B', 'NRP1', 'BICC1', 'PSAP', 'VCL', 'GLUD1', 'PAPSS2', 'CNTN1', 'ANO6', 'SYT1', 'NTN4', 'CORO1C', 'ANAPC7', 'RAB35', 'NCOR2', 'HIF1A', 'CCDC85C', 'TNFAIP2', 'GABRB3', 'GABRA5', 'ADAM10', 'TPM1', 'IREB2', 'AKAP13', 'IQGAP1', 'IGF1R', 'RBBP6', 'DOK4', 'CNOT1', 'ZFHX3', 'GLG1', 'SLC7A5', 'SPG7', 'PITPNA', 'SREBF1', 'MAP2K3', 'SUPT6H', 'GIT1', 'NF1', 'JUP', 'FKBP10', 'STAT3', 'FZD2', 'GJC1', 'NMT1', 'PLCD3', 'HEXIM1', 'ITGA3', 'MSI2', 'SMARCD2', 'PRKAR1A', 'HGS', 'CSNK1D', 'NPC1', 'SMAD2', 'JAG1', 'GINS1', 'BCL2L1', 'KIF3B', 'MMP24', 'SRC', 'B4GALT5', 'LAMA5', 'FSTL3', 'MBD3', 'AP3D1', 'NCLN', 'LDLR', 'PAK4', 'ARHGAP35', 'MBOAT7', 'NF2', 'GAL3ST1', 'TUG1', 'MYH9', 'WNT7B', 'APP', 'COL18A1']",3
GO:0048731,system development,1.935174148414441e-20,3973,350,147,21031,0.42,0.03699974830103197,"['AGRN', 'EPHA2', 'ARID1A', 'RBBP4', 'MACF1', 'SLC2A1', 'PTPRF', 'CSF1', 'CERS2', 'ADAR', 'ABL2', 'LPIN1', 'SDC1', 'RHOB', 'FOSL2', 'CRIM1', 'EPAS1', 'DCTN1', 'ATOH8', 'NCKAP1', 'COL5A2', 'STAT1', 'CFLAR', 'GPC1', 'UBP1', 'MAP4', 'DAG1', 'ALCAM', 'SEC61A1', 'WWTR1', 'MBNL1', 'EIF4G1', 'CLDN1', 'TFRC', 'EREG', 'GPRIN3', 'FGF2', 'PALLD', 'IL6ST', 'CTNNA1', 'SLC26A2', 'TCOF1', 'BRD2', 'TMEM30A', 'MARCKS', 'RSPO3', 'ADGRG6', 'SYNE1', 'QKI', 'EGFR', 'SEMA3C', 'CDK6', 'CUX1', 'NRCAM', 'CAV1', 'MET', 'HIPK2', 'SLC4A2', 'RPS6KA3', 'SAT1', 'USP9X', 'PLS3', 'FLNA', 'DLC1', 'SLC39A14', 'LOXL2', 'DPYSL2', 'TACC1', 'IMPAD1', 'AGO2', 'SCRIB', 'TMEM2', 'TMEM41B', 'SWAP70', 'EIF4G2', 'CAPRIN1', 'CELF1', 'PTPRJ', 'EHD1', 'UCP2', 'ARCN1', 'NRP1', 'BICC1', 'PSAP', 'VCL', 'GLUD1', 'PAPSS2', 'CNTN1', 'SYT1', 'NTN4', 'CORO1C', 'ANAPC7', 'RAB35', 'NCOR2', 'HIF1A', 'CCDC85C', 'TNFAIP2', 'GABRB3', 'GABRA5', 'ADAM10', 'TPM1', 'AKAP13', 'IQGAP1', 'IGF1R', 'DOK4', 'ZFHX3', 'GLG1', 'SLC7A5', 'SPG7', 'PITPNA', 'SREBF1', 'MAP2K3', 'SUPT6H', 'GIT1', 'NF1', 'JUP', 'FKBP10', 'STAT3', 'FZD2', 'GJC1', 'PLCD3', 'HEXIM1', 'ITGA3', 'MSI2', 'PRKAR1A', 'HGS', 'CSNK1D', 'NPC1', 'SMAD2', 'JAG1', 'BCL2L1', 'MMP24', 'SRC', 'B4GALT5', 'LAMA5', 'MBD3', 'LDLR', 'PAK4', 'ARHGAP35', 'MBOAT7', 'NF2', 'GAL3ST1', 'TUG1', 'MYH9', 'WNT7B', 'APP', 'COL18A1']",3
GO:0030154,cell differentiation,3.6074790106298008e-19,4366,350,153,21031,0.43714285714285717,0.03504351809436555,"['AGRN', 'EPHA2', 'ARID1A', 'RBBP4', 'MACF1', 'PTPRF', 'CSF1', 'CERS2', 'ADAR', 'ABL2', 'ELF3', 'IRF2BP2', 'SDC1', 'RHOB', 'FOSL2', 'CRIM1', 'EPAS1', 'ATOH8', 'SNRNP200', 'NCKAP1', 'COL5A2', 'STAT1', 'CFLAR', 'GPC1', 'SLC6A6', 'MAP4', 'DAG1', 'ALCAM', 'ITGB5', 'WWTR1', 'MBNL1', 'TBL1XR1', 'EIF4G1', 'CLDN1', 'TFRC', 'RBM47', 'EREG', 'GPRIN3', 'FGF2', 'PALLD', 'IL6ST', 'AFF4', 'CTNNA1', 'SLC26A2', 'TCOF1', 'NEDD9', 'PRRC2A', 'TMEM30A', 'MARCKS', 'ADGRG6', 'SYNE1', 'QKI', 'EGFR', 'HIP1', 'SEMA3C', 'CDK6', 'CUX1', 'NRCAM', 'CAV2', 'CAV1', 'MET', 'HIPK2', 'SLC4A2', 'RPS6KA3', 'USP9X', 'HUWE1', 'FLNA', 'MFHAS1', 'SLC39A14', 'LOXL2', 'DPYSL2', 'ADAM9', 'GPAT4', 'IMPAD1', 'SCRIB', 'LRRC8A', 'PRRC2B', 'NELFB', 'EIF4G2', 'CAPRIN1', 'CELF1', 'PTPRJ', 'DDB1', 'EHD1', 'UCP2', 'BIRC2', 'UBASH3B', 'KLF6', 'NRP1', 'HERC4', 'PSAP', 'VCL', 'CNTN1', 'KRT80', 'SYT1', 'NTN4', 'CORO1C', 'RAB35', 'HIF1A', 'TNFAIP2', 'GABRA5', 'TPM1', 'IREB2', 'AKAP13', 'ABHD2', 'IQGAP1', 'IGF1R', 'CNOT1', 'ZFHX3', 'GLG1', 'ZDHHC7', 'SLC7A5', 'PITPNA', 'CHD3', 'SREBF1', 'FLII', 'SUPT6H', 'GIT1', 'NF1', 'STAT3', 'FZD2', 'GJC1', 'ITGA3', 'MSI2', 'SMARCD2', 'PRKAR1A', 'CSNK1D', 'NPC1', 'SMAD2', 'JAG1', 'BCL2L1', 'MMP24', 'SRC', 'B4GALT5', 'LAMA5', 'FSTL3', 'MBD3', 'AP3D1', 'LDLR', 'GATAD2A', 'LRP3', 'ACTN4', 'PAK4', 'ARHGAP35', 'EHD2', 'MBOAT7', 'NF2', 'TUG1', 'MYH9', 'DDX17', 'WNT7B', 'APP', 'COL18A1']",3
GO:0048869,cellular developmental process,3.6947917382180806e-19,4367,350,153,21031,0.43714285714285717,0.03503549347378063,"['AGRN', 'EPHA2', 'ARID1A', 'RBBP4', 'MACF1', 'PTPRF', 'CSF1', 'CERS2', 'ADAR', 'ABL2', 'ELF3', 'IRF2BP2', 'SDC1', 'RHOB', 'FOSL2', 'CRIM1', 'EPAS1', 'ATOH8', 'SNRNP200', 'NCKAP1', 'COL5A2', 'STAT1', 'CFLAR', 'GPC1', 'SLC6A6', 'MAP4', 'DAG1', 'ALCAM', 'ITGB5', 'WWTR1', 'MBNL1', 'TBL1XR1', 'EIF4G1', 'CLDN1', 'TFRC', 'RBM47', 'EREG', 'GPRIN3', 'FGF2', 'PALLD', 'IL6ST', 'AFF4', 'CTNNA1', 'SLC26A2', 'TCOF1', 'NEDD9', 'PRRC2A', 'TMEM30A', 'MARCKS', 'ADGRG6', 'SYNE1', 'QKI', 'EGFR', 'HIP1', 'SEMA3C', 'CDK6', 'CUX1', 'NRCAM', 'CAV2', 'CAV1', 'MET', 'HIPK2', 'SLC4A2', 'RPS6KA3', 'USP9X', 'HUWE1', 'FLNA', 'MFHAS1', 'SLC39A14', 'LOXL2', 'DPYSL2', 'ADAM9', 'GPAT4', 'IMPAD1', 'SCRIB', 'LRRC8A', 'PRRC2B', 'NELFB', 'EIF4G2', 'CAPRIN1', 'CELF1', 'PTPRJ', 'DDB1', 'EHD1', 'UCP2', 'BIRC2', 'UBASH3B', 'KLF6', 'NRP1', 'HERC4', 'PSAP', 'VCL', 'CNTN1', 'KRT80', 'SYT1', 'NTN4', 'CORO1C', 'RAB35', 'HIF1A', 'TNFAIP2', 'GABRA5', 'TPM1', 'IREB2', 'AKAP13', 'ABHD2', 'IQGAP1', 'IGF1R', 'CNOT1', 'ZFHX3', 'GLG1', 'ZDHHC7', 'SLC7A5', 'PITPNA', 'CHD3', 'SREBF1', 'FLII', 'SUPT6H', 'GIT1', 'NF1', 'STAT3', 'FZD2', 'GJC1', 'ITGA3', 'MSI2', 'SMARCD2', 'PRKAR1A', 'CSNK1D', 'NPC1', 'SMAD2', 'JAG1', 'BCL2L1', 'MMP24', 'SRC', 'B4GALT5', 'LAMA5', 'FSTL3', 'MBD3', 'AP3D1', 'LDLR', 'GATAD2A', 'LRP3', 'ACTN4', 'PAK4', 'ARHGAP35', 'EHD2', 'MBOAT7', 'NF2', 'TUG1', 'MYH9', 'DDX17', 'WNT7B', 'APP', 'COL18A1']",3
GO:0048522,positive regulation of cellular process,2.113584908035853e-18,5717,350,179,21031,0.5114285714285715,0.03131012768934756,"['AGRN', 'TARDBP', 'EPHA2', 'RCC2', 'ARID1A', 'KPNA6', 'RBBP4', 'MACF1', 'LEPROT', 'CSF1', 'UBAP2L', 'ADAR', 'ABL2', 'IER5', 'ELF3', 'LPIN1', 'SDC1', 'RHOB', 'FOSL2', 'EPAS1', 'AAK1', 'DCTN1', 'ATOH8', 'NCKAP1', 'STAT1', 'CFLAR', 'DGKD', 'GPC1', 'SLC6A6', 'UBP1', 'DAG1', 'GNAI2', 'WWTR1', 'TBL1XR1', 'EIF4G1', 'CLDN1', 'TFRC', 'RBM47', 'LIMCH1', 'EREG', 'G3BP2', 'FGF2', 'JADE1', 'SETD7', 'IL6ST', 'CTNNA1', 'WWC1', 'NEDD9', 'ELOVL5', 'TMEM30A', 'RSPO3', 'SYNE1', 'QKI', 'EGFR', 'HIP1', 'SEMA3C', 'CDK6', 'PILRB', 'CUX1', 'NRCAM', 'CAV2', 'CAV1', 'MET', 'HIPK2', 'TCAF1', 'PRKAG2', 'MID1', 'RPS6KA3', 'USP9X', 'HUWE1', 'IL13RA1', 'HCFC1', 'FLNA', 'MFHAS1', 'DLC1', 'SLC39A14', 'LOXL2', 'TACC1', 'ADAM9', 'AZIN1', 'AGO2', 'SCRIB', 'LRRC8A', 'NACC2', 'SWAP70', 'EIF4G2', 'CAPRIN1', 'CELF1', 'PTPRJ', 'TMEM132A', 'DDB1', 'ATL3', 'EHD1', 'CAPN1', 'BIRC2', 'KLF6', 'OPTN', 'SVIL', 'NRP1', 'MCU', 'GLUD1', 'CNTN1', 'ANO6', 'SYT1', 'CORO1C', 'ANAPC7', 'PXN', 'MLXIP', 'SCARB1', 'SLC7A1', 'IPO5', 'HIF1A', 'RAB15', 'CCNK', 'ADAM10', 'TPM1', 'IREB2', 'AKAP13', 'IQGAP1', 'IGF1R', 'USP7', 'TNRC6A', 'STX4', 'DOK4', 'CNOT1', 'SF3B3', 'ZFHX3', 'BCAR1', 'SLC7A5', 'DHX33', 'CHD3', 'SREBF1', 'MAP2K3', 'TNFAIP1', 'SUPT6H', 'GIT1', 'NF1', 'JUP', 'STAT3', 'DUSP3', 'FZD2', 'HEXIM1', 'NPEPPS', 'UBE2Z', 'ITGA3', 'SMARCD2', 'PRKAR1A', 'CANT1', 'HGS', 'CSNK1D', 'RAB31', 'SMAD2', 'MAVS', 'JAG1', 'BCL2L1', 'KIF3B', 'SRC', 'SERINC3', 'FSTL3', 'MBD3', 'AP3D1', 'KHSRP', 'LDLR', 'NACC1', 'COLGALT1', 'GATAD2A', 'LRP3', 'ACTN4', 'SAMD4B', 'SUPT5H', 'PVR', 'ARHGAP35', 'EHD2', 'NUP62', 'NF2', 'MYH9', 'DDX17', 'WNT7B', 'APP']",3
GO:0048518,positive regulation of biological process,2.8300340230324446e-18,6250,350,189,21031,0.54,0.03024,"['AGRN', 'TARDBP', 'EPHA2', 'RCC2', 'CAMK2N1', 'ARID1A', 'KPNA6', 'RBBP4', 'MACF1', 'LEPROT', 'CSF1', 'UBAP2L', 'ADAR', 'ABL2', 'IER5', 'ELF3', 'LPIN1', 'SDC1', 'RHOB', 'FOSL2', 'EPAS1', 'AAK1', 'DCTN1', 'ATOH8', 'NCKAP1', 'STAT1', 'CFLAR', 'DGKD', 'GPC1', 'SLC6A6', 'UBP1', 'DAG1', 'GNAI2', 'WWTR1', 'TBL1XR1', 'EIF4G1', 'CLDN1', 'TFRC', 'RBM47', 'LIMCH1', 'EREG', 'G3BP2', 'FGF2', 'JADE1', 'SETD7', 'IL6ST', 'CTNNA1', 'WWC1', 'NEDD9', 'IER3', 'ELOVL5', 'TMEM30A', 'RSPO3', 'SYNE1', 'QKI', 'EGFR', 'HIP1', 'SEMA3C', 'CDK6', 'PILRB', 'CUX1', 'NRCAM', 'CAV2', 'CAV1', 'MET', 'HIPK2', 'TCAF1', 'SLC4A2', 'PRKAG2', 'MID1', 'RPS6KA3', 'USP9X', 'HUWE1', 'IL13RA1', 'HCFC1', 'FLNA', 'MFHAS1', 'DLC1', 'SLC39A14', 'LOXL2', 'TACC1', 'ADAM9', 'AZIN1', 'AGO2', 'SCRIB', 'UBQLN1', 'LRRC8A', 'NACC2', 'SWAP70', 'EIF4G2', 'CAPRIN1', 'CELF1', 'PTPRJ', 'TMEM132A', 'DDB1', 'ATL3', 'EHD1', 'CAPN1', 'UCP2', 'BIRC2', 'KLF6', 'OPTN', 'SVIL', 'NRP1', 'MCU', 'GLUD1', 'CNTN1', 'ANO6', 'SYT1', 'CORO1C', 'ANAPC7', 'PXN', 'MLXIP', 'SCARB1', 'SLC7A1', 'IPO5', 'HIF1A', 'RAB15', 'DIO2', 'CCNK', 'ADAM10', 'TPM1', 'IREB2', 'AKAP13', 'IQGAP1', 'IGF1R', 'USP7', 'ABCC1', 'TNRC6A', 'STX4', 'DOK4', 'CNOT1', 'SF3B3', 'ZFHX3', 'BCAR1', 'SLC7A5', 'DHX33', 'CHD3', 'SREBF1', 'MAP2K3', 'TNFAIP1', 'SUPT6H', 'GIT1', 'NF1', 'JUP', 'STAT3', 'DUSP3', 'FZD2', 'HEXIM1', 'NPEPPS', 'UBE2Z', 'ITGA3', 'SMARCD2', 'PRKAR1A', 'CANT1', 'NPLOC4', 'HGS', 'CSNK1D', 'RAB31', 'SMAD2', 'MAVS', 'JAG1', 'BCL2L1', 'KIF3B', 'SRC', 'SERINC3', 'B4GALT5', 'FSTL3', 'MBD3', 'AP3D1', 'KHSRP', 'LDLR', 'NACC1', 'COLGALT1', 'GATAD2A', 'LRP3', 'ACTN4', 'PAK4', 'SAMD4B', 'SUPT5H', 'PVR', 'ARHGAP35', 'EHD2', 'NUP62', 'NF2', 'MYH9', 'DDX17', 'WNT7B', 'APP']",3
GO:0050793,regulation of developmental process,1.0182879875970729e-16,2455,350,104,21031,0.29714285714285715,0.04236252545824847,"['AGRN', 'EPHA2', 'ARID1A', 'RBBP4', 'MACF1', 'PTPRF', 'CSF1', 'CERS2', 'LPIN1', 'RHOB', 'FOSL2', 'CRIM1', 'ATOH8', 'COL5A2', 'STAT1', 'CFLAR', 'GPC1', 'SLC6A6', 'DAG1', 'WWTR1', 'EIF4G1', 'TFRC', 'EREG', 'FGF2', 'IL6ST', 'CTNNA1', 'DIAPH1', 'WWC1', 'NEDD9', 'SYNE1', 'QKI', 'EGFR', 'SEMA3C', 'CDK6', 'CUX1', 'NRCAM', 'CAV1', 'HIPK2', 'SLC4A2', 'RPS6KA3', 'HUWE1', 'FLNA', 'DLC1', 'LOXL2', 'ADAM9', 'GPAT4', 'AGO2', 'TMEM2', 'LRRC8A', 'NELFB', 'EIF4G2', 'CAPRIN1', 'CELF1', 'DDB1', 'EHD1', 'BIRC2', 'UBASH3B', 'NRP1', 'MCU', 'VCL', 'PDZD8', 'ANO6', 'SYT1', 'FGD6', 'NTN4', 'CORO1C', 'HIF1A', 'INF2', 'ADAM10', 'TPM1', 'IGF1R', 'CNOT1', 'ZFHX3', 'GLG1', 'SLC7A5', 'CHD3', 'SUPT6H', 'NF1', 'JUP', 'STAT3', 'FZD2', 'SMARCD2', 'HGS', 'SMAD2', 'JAG1', 'BCL2L1', 'SRC', 'B4GALT5', 'LAMA5', 'FSTL3', 'MBD3', 'AP3D1', 'LDLR', 'GATAD2A', 'LRP3', 'PAK4', 'ARHGAP35', 'EHD2', 'NF2', 'TUG1', 'MYH9', 'DDX17', 'WNT7B', 'APP']",3
GO:0032501,multicellular organismal process,1.584295775042517e-16,7669,350,211,21031,0.6028571428571429,0.027513365497457296,"['AGRN', 'EPHA2', 'CAMK2N1', 'ARID1A', 'KPNA6', 'RBBP4', 'MACF1', 'SLC2A1', 'PTPRF', 'CSF1', 'CERS2', 'UBAP2L', 'ADAR', 'ABL2', 'ELF3', 'IRF2BP2', 'LPIN1', 'SDC1', 'RHOB', 'FOSL2', 'CRIM1', 'EPAS1', 'DCTN1', 'ATOH8', 'SNRNP200', 'NCKAP1', 'TFPI', 'COL5A2', 'STAT1', 'CFLAR', 'DGKD', 'GPC1', 'SLC6A6', 'UBP1', 'MAP4', 'DAG1', 'GNAI2', 'ALCAM', 'KPNA1', 'ITGB5', 'SEC61A1', 'WWTR1', 'MBNL1', 'TBL1XR1', 'EIF4G1', 'CLDN1', 'TFRC', 'RBM47', 'EREG', 'USO1', 'GPRIN3', 'FGF2', 'PALLD', 'IL6ST', 'AFF4', 'CTNNA1', 'DIAPH1', 'SLC26A2', 'TCOF1', 'WWC1', 'NEDD9', 'IER3', 'BRD2', 'TMEM30A', 'MARCKS', 'RSPO3', 'ADGRG6', 'SYNE1', 'QKI', 'EGFR', 'SEMA3C', 'CDK6', 'CUX1', 'NRCAM', 'CAV1', 'MET', 'HIPK2', 'SLC4A2', 'MID1', 'RPS6KA3', 'SAT1', 'USP9X', 'PLS3', 'FLNA', 'MFHAS1', 'DLC1', 'SLC39A14', 'LOXL2', 'DPYSL2', 'TACC1', 'ADAM9', 'GPAT4', 'IMPAD1', 'AGO2', 'SCRIB', 'TMEM2', 'GNAQ', 'SLC44A1', 'LRRC8A', 'TMEM41B', 'SWAP70', 'EIF4G2', 'CAPRIN1', 'CELF1', 'PTPRJ', 'DDB1', 'EHD1', 'CAPN1', 'PACS1', 'UCP2', 'ARCN1', 'UBASH3B', 'KLF6', 'NRP1', 'BICC1', 'HERC4', 'PSAP', 'VCL', 'GLUD1', 'PAPSS2', 'MYOF', 'CNTN1', 'ANO6', 'KRT80', 'SYT1', 'NTN4', 'CORO1C', 'ANAPC7', 'RAB35', 'PXN', 'NCOR2', 'SCARB1', 'SLC7A1', 'HIF1A', 'RDH11', 'DIO2', 'CCDC85C', 'TNFAIP2', 'GABRB3', 'GABRA5', 'ADAM10', 'TPM1', 'CA12', 'IREB2', 'AKAP13', 'ABHD2', 'IQGAP1', 'IGF1R', 'SYNM', 'ABCC1', 'RBBP6', 'STX4', 'DOK4', 'CNOT1', 'ZFHX3', 'GLG1', 'BCAR1', 'SLC7A5', 'SPG7', 'PITPNA', 'DHX33', 'SREBF1', 'MAP2K3', 'SUPT6H', 'GIT1', 'NF1', 'JUP', 'FKBP10', 'STAT3', 'DUSP3', 'FZD2', 'GJC1', 'NMT1', 'PLCD3', 'HEXIM1', 'ITGA3', 'MSI2', 'SMARCD2', 'PRKAR1A', 'NPLOC4', 'HGS', 'CSNK1D', 'NPC1', 'SMAD2', 'MAVS', 'JAG1', 'GINS1', 'BCL2L1', 'KIF3B', 'MMP24', 'SRC', 'B4GALT5', 'LAMA5', 'FSTL3', 'MBD3', 'AP3D1', 'NCLN', 'KHSRP', 'LDLR', 'RHPN2', 'LRP3', 'PAK4', 'ARHGAP35', 'MBOAT7', 'NF2', 'GAL3ST1', 'TUG1', 'MYH9', 'WNT7B', 'APP', 'COL18A1']",3
