native,name,p_value,term_size,query_size,intersection_size,effective_domain_size,precision,recall,intersections,cluster
GO:0070887,cellular response to chemical stimulus,1.7962604907289257e-10,2683,82,38,21031,0.4634146341463415,0.014163250093179277,"['ACTB', 'ACTG1', 'ACTN4', 'AKR1B1', 'AKR1B10', 'AKR1C1', 'AKR1C2', 'AKR1C3', 'ALDH1A1', 'CACYBP', 'CD44', 'ENO1', 'EREG', 'EZR', 'GAPDH', 'GPX2', 'GSTO1', 'HMOX1', 'HSPD1', 'JAK1', 'MIF', 'NPM1', 'NQO1', 'PFKP', 'PKM', 'PRDX1', 'PRDX4', 'SMOX', 'SPP1', 'STAT3', 'TJP1', 'TPM1', 'TUBA1B', 'TXN', 'TXNRD1', 'TXNRD2', 'VIM', 'VKORC1L1']",0
GO:0042221,response to chemical,6.239668908038981e-10,3957,82,45,21031,0.5487804878048781,0.011372251705837756,"['ACTB', 'ACTG1', 'ACTN4', 'AKR1B1', 'AKR1B10', 'AKR1C1', 'AKR1C2', 'AKR1C3', 'ALDH1A1', 'AREG', 'ARPC1B', 'CACYBP', 'CD44', 'ENO1', 'EREG', 'EZR', 'GAPDH', 'GPX2', 'GSTO1', 'HMOX1', 'HSPD1', 'JAK1', 'ME1', 'MIF', 'NPM1', 'NQO1', 'PFKP', 'PKM', 'PRDX1', 'PRDX4', 'S100A4', 'SDC1', 'SMOX', 'SPP1', 'STAT3', 'TIMP1', 'TJP1', 'TMX1', 'TPM1', 'TUBA1B', 'TXN', 'TXNRD1', 'TXNRD2', 'VIM', 'VKORC1L1']",0
GO:0007010,cytoskeleton organization,2.2998281626278295e-09,1512,82,28,21031,0.34146341463414637,0.018518518518518517,"['ACTB', 'ACTG1', 'ACTN4', 'ALDOA', 'ARPC1B', 'ENAH', 'EZR', 'GAPDH', 'MAP7', 'MYH9', 'MZT1', 'NPM1', 'PALLD', 'PDLIM1', 'PFN1', 'PLK2', 'TJP1', 'TNNT1', 'TPM1', 'TPM2', 'TUBA1B', 'TUBA1C', 'TUBA4A', 'TUBB', 'TUBB4B', 'TUBB6', 'VASP', 'VIM']",0
KEGG:04814,Motor proteins,1.69310491812496e-08,193,67,14,8484,0.208955223880597,0.07253886010362694,"['ACTB', 'ACTG1', 'MYH9', 'MYL6', 'MYO10', 'TNNT1', 'TPM1', 'TPM2', 'TUBA1B', 'TUBA1C', 'TUBA4A', 'TUBB', 'TUBB4B', 'TUBB6']",0
KEGG:05130,Pathogenic Escherichia coli infection,2.225563594483103e-08,197,67,14,8484,0.208955223880597,0.07106598984771574,"['ACTB', 'ACTG1', 'ARPC1B', 'EZR', 'GAPDH', 'MYH9', 'MYO10', 'TJP1', 'TUBA1B', 'TUBA1C', 'TUBA4A', 'TUBB', 'TUBB4B', 'TUBB6']",0
GO:1990748,cellular detoxification,4.5215983820584744e-08,114,82,10,21031,0.12195121951219512,0.08771929824561403,"['AKR1B10', 'ALDH1A1', 'GPX2', 'GSTO1', 'NQO1', 'PRDX1', 'PRDX4', 'TXN', 'TXNRD1', 'TXNRD2']",0
KEGG:05132,Salmonella infection,4.821003655192607e-08,249,67,15,8484,0.22388059701492538,0.060240963855421686,"['ACTB', 'ACTG1', 'AHNAK', 'AHNAK2', 'ANXA2', 'ARPC1B', 'GAPDH', 'PFN1', 'TUBA1B', 'TUBA1C', 'TUBA4A', 'TUBB', 'TUBB4B', 'TUBB6', 'TXN']",0
GO:0097237,cellular response to toxic substance,9.690386326389395e-08,123,82,10,21031,0.12195121951219512,0.08130081300813008,"['AKR1B10', 'ALDH1A1', 'GPX2', 'GSTO1', 'NQO1', 'PRDX1', 'PRDX4', 'TXN', 'TXNRD1', 'TXNRD2']",0
GO:0044597,daunorubicin metabolic process,1.9820234113998756e-07,9,82,5,21031,0.06097560975609756,0.5555555555555556,"['AKR1B1', 'AKR1B10', 'AKR1C1', 'AKR1C2', 'AKR1C3']",0
GO:0098754,detoxification,3.047082519060016e-07,138,82,10,21031,0.12195121951219512,0.07246376811594203,"['AKR1B10', 'ALDH1A1', 'GPX2', 'GSTO1', 'NQO1', 'PRDX1', 'PRDX4', 'TXN', 'TXNRD1', 'TXNRD2']",0
