native,name,p_value,term_size,query_size,intersection_size,effective_domain_size,precision,recall,intersections,cluster
GO:0042221,response to chemical,4.4369277353459774e-10,3957,87,47,21031,0.5402298850574713,0.011877685114986101,"['ACTN4', 'AKR1B1', 'AKR1B10', 'AKR1C1', 'AKR1C2', 'AKR1C3', 'ALDH1A1', 'ANXA1', 'AREG', 'CACYBP', 'CALM2', 'CD24', 'CD44', 'ENO1', 'EPHX1', 'EREG', 'EZR', 'GAPDH', 'GPX2', 'GSTO1', 'HMOX1', 'IDH1', 'ITGA3', 'KIF5B', 'MGST1', 'MIF', 'NQO1', 'NRG1', 'PFKP', 'PKM', 'PRDX1', 'PRDX4', 'RDX', 'S100A4', 'SDC1', 'SMOX', 'SPP1', 'SQLE', 'TJP1', 'TMX1', 'TUBA1B', 'TXN', 'TXNRD1', 'TXNRD2', 'VIM', 'VKORC1L1', 'ZYX']",0
GO:0044281,small molecule metabolic process,8.27465909715444e-10,1813,87,32,21031,0.367816091954023,0.01765030336458908,"['ACAT2', 'AK3', 'AKR1B1', 'AKR1B10', 'AKR1C1', 'AKR1C2', 'AKR1C3', 'ALDH1A1', 'ALDOA', 'ANXA1', 'ENO1', 'EPHX1', 'FDFT1', 'G6PC3', 'GAPDH', 'GLRX', 'GSTO1', 'HMGCS1', 'IDH1', 'LDHA', 'MIF', 'NIT2', 'NQO1', 'ODC1', 'PFKFB3', 'PFKP', 'PKM', 'QDPR', 'SQLE', 'TALDO1', 'TKT', 'VKORC1L1']",0
GO:0070887,cellular response to chemical stimulus,1.9693557295694592e-09,2683,87,38,21031,0.4367816091954023,0.014163250093179277,"['ACTN4', 'AKR1B1', 'AKR1B10', 'AKR1C1', 'AKR1C2', 'AKR1C3', 'ALDH1A1', 'ANXA1', 'CACYBP', 'CD24', 'CD44', 'ENO1', 'EPHX1', 'EREG', 'EZR', 'GAPDH', 'GPX2', 'GSTO1', 'HMOX1', 'KIF5B', 'MGST1', 'MIF', 'NQO1', 'PFKP', 'PKM', 'PRDX1', 'PRDX4', 'RDX', 'SMOX', 'SPP1', 'TJP1', 'TUBA1B', 'TXN', 'TXNRD1', 'TXNRD2', 'VIM', 'VKORC1L1', 'ZYX']",0
GO:1990748,cellular detoxification,3.127387748340458e-09,114,87,11,21031,0.12643678160919541,0.09649122807017543,"['AKR1B10', 'ALDH1A1', 'GPX2', 'GSTO1', 'MGST1', 'NQO1', 'PRDX1', 'PRDX4', 'TXN', 'TXNRD1', 'TXNRD2']",0
GO:0097237,cellular response to toxic substance,7.2691552407609016e-09,123,87,11,21031,0.12643678160919541,0.08943089430894309,"['AKR1B10', 'ALDH1A1', 'GPX2', 'GSTO1', 'MGST1', 'NQO1', 'PRDX1', 'PRDX4', 'TXN', 'TXNRD1', 'TXNRD2']",0
GO:0098754,detoxification,2.5812940798925646e-08,138,87,11,21031,0.12643678160919541,0.07971014492753623,"['AKR1B10', 'ALDH1A1', 'GPX2', 'GSTO1', 'MGST1', 'NQO1', 'PRDX1', 'PRDX4', 'TXN', 'TXNRD1', 'TXNRD2']",0
GO:0009636,response to toxic substance,3.813417581783577e-08,238,87,13,21031,0.14942528735632185,0.0546218487394958,"['AKR1B10', 'ALDH1A1', 'EPHX1', 'GPX2', 'GSTO1', 'MGST1', 'NQO1', 'PRDX1', 'PRDX4', 'SDC1', 'TXN', 'TXNRD1', 'TXNRD2']",0
GO:0044597,daunorubicin metabolic process,2.9151381507642113e-07,9,87,5,21031,0.05747126436781609,0.5555555555555556,"['AKR1B1', 'AKR1B10', 'AKR1C1', 'AKR1C2', 'AKR1C3']",0
GO:0098869,cellular oxidant detoxification,4.0303402412438304e-07,94,87,9,21031,0.10344827586206896,0.09574468085106383,"['GPX2', 'GSTO1', 'MGST1', 'NQO1', 'PRDX1', 'PRDX4', 'TXN', 'TXNRD1', 'TXNRD2']",0
GO:0044598,doxorubicin metabolic process,5.811332208655802e-07,10,87,5,21031,0.05747126436781609,0.5,"['AKR1B1', 'AKR1B10', 'AKR1C1', 'AKR1C2', 'AKR1C3']",0
GO:0030647,aminoglycoside antibiotic metabolic process,5.811332208655802e-07,10,87,5,21031,0.05747126436781609,0.5,"['AKR1B1', 'AKR1B10', 'AKR1C1', 'AKR1C2', 'AKR1C3']",0
GO:0030638,polyketide metabolic process,5.811332208655802e-07,10,87,5,21031,0.05747126436781609,0.5,"['AKR1B1', 'AKR1B10', 'AKR1C1', 'AKR1C2', 'AKR1C3']",0
GO:1901661,quinone metabolic process,8.454339559204881e-07,42,87,7,21031,0.08045977011494253,0.16666666666666666,"['AKR1B1', 'AKR1B10', 'AKR1C1', 'AKR1C2', 'AKR1C3', 'NQO1', 'VKORC1L1']",0
GO:0019752,carboxylic acid metabolic process,1.1525325511172103e-06,899,87,20,21031,0.22988505747126436,0.02224694104560623,"['ACAT2', 'AKR1B1', 'AKR1C1', 'AKR1C2', 'AKR1C3', 'ALDH1A1', 'ALDOA', 'ANXA1', 'ENO1', 'EPHX1', 'GAPDH', 'GSTO1', 'IDH1', 'LDHA', 'MIF', 'NIT2', 'ODC1', 'PFKP', 'PKM', 'QDPR']",0
GO:0006979,response to oxidative stress,1.715934056327717e-06,393,87,14,21031,0.16091954022988506,0.035623409669211195,"['ANXA1', 'AREG', 'GPX2', 'HMOX1', 'IDH1', 'MGST1', 'NQO1', 'PRDX1', 'PRDX4', 'SDC1', 'TXN', 'TXNRD1', 'TXNRD2', 'VKORC1L1']",0
GO:0043436,oxoacid metabolic process,1.7531443566531689e-06,921,87,20,21031,0.22988505747126436,0.021715526601520086,"['ACAT2', 'AKR1B1', 'AKR1C1', 'AKR1C2', 'AKR1C3', 'ALDH1A1', 'ALDOA', 'ANXA1', 'ENO1', 'EPHX1', 'GAPDH', 'GSTO1', 'IDH1', 'LDHA', 'MIF', 'NIT2', 'ODC1', 'PFKP', 'PKM', 'QDPR']",0
GO:0006082,organic acid metabolic process,1.9615793162045342e-06,927,87,20,21031,0.22988505747126436,0.021574973031283712,"['ACAT2', 'AKR1B1', 'AKR1C1', 'AKR1C2', 'AKR1C3', 'ALDH1A1', 'ALDOA', 'ANXA1', 'ENO1', 'EPHX1', 'GAPDH', 'GSTO1', 'IDH1', 'LDHA', 'MIF', 'NIT2', 'ODC1', 'PFKP', 'PKM', 'QDPR']",0
KEGG:01100,Metabolic pathways,2.7770296550368467e-06,1537,74,34,8484,0.4594594594594595,0.022121014964216004,"['ACAT2', 'AKR1B1', 'AKR1B10', 'AKR1C1', 'AKR1C2', 'AKR1C3', 'ALDH1A1', 'ALDOA', 'BLVRB', 'ENO1', 'FDFT1', 'G6PC3', 'GAPDH', 'GPX2', 'GSTO1', 'HMGCS1', 'HMOX1', 'IDH1', 'LDHA', 'MGST1', 'MIF', 'NIT2', 'NQO1', 'ODC1', 'PFKFB3', 'PFKP', 'PKM', 'QDPR', 'SAT1', 'SMOX', 'SQLE', 'TALDO1', 'TKT', 'VKORC1L1']",0
GO:0046496,nicotinamide nucleotide metabolic process,3.6855852667050038e-06,166,87,10,21031,0.11494252873563218,0.060240963855421686,"['ALDOA', 'ENO1', 'GAPDH', 'IDH1', 'LDHA', 'NQO1', 'PFKP', 'PKM', 'TALDO1', 'TKT']",0
GO:0019362,pyridine nucleotide metabolic process,3.6855852667050038e-06,166,87,10,21031,0.11494252873563218,0.060240963855421686,"['ALDOA', 'ENO1', 'GAPDH', 'IDH1', 'LDHA', 'NQO1', 'PFKP', 'PKM', 'TALDO1', 'TKT']",0
GO:0072524,pyridine-containing compound metabolic process,5.203146230436678e-06,172,87,10,21031,0.11494252873563218,0.05813953488372093,"['ALDOA', 'ENO1', 'GAPDH', 'IDH1', 'LDHA', 'NQO1', 'PFKP', 'PKM', 'TALDO1', 'TKT']",0
GO:0032787,monocarboxylic acid metabolic process,1.2185236633315967e-05,629,87,16,21031,0.1839080459770115,0.025437201907790145,"['ACAT2', 'AKR1B1', 'AKR1C1', 'AKR1C2', 'AKR1C3', 'ALDH1A1', 'ALDOA', 'ANXA1', 'ENO1', 'EPHX1', 'GAPDH', 'IDH1', 'LDHA', 'MIF', 'PFKP', 'PKM']",0
GO:0010033,response to organic substance,1.4348357393421299e-05,2637,87,32,21031,0.367816091954023,0.012135001896094046,"['ACTN4', 'AKR1B10', 'AKR1C1', 'AKR1C2', 'AKR1C3', 'ALDH1A1', 'ANXA1', 'AREG', 'CACYBP', 'CD24', 'CD44', 'EPHX1', 'EREG', 'EZR', 'GAPDH', 'IDH1', 'ITGA3', 'KIF5B', 'MGST1', 'MIF', 'NQO1', 'PFKP', 'PKM', 'RDX', 'SDC1', 'SPP1', 'SQLE', 'TJP1', 'TMX1', 'TUBA1B', 'VIM', 'ZYX']",0
KEGG:01230,Biosynthesis of amino acids,1.9356612789912728e-05,74,74,8,8484,0.10810810810810811,0.10810810810810811,"['ALDOA', 'ENO1', 'GAPDH', 'IDH1', 'PFKP', 'PKM', 'TALDO1', 'TKT']",0
GO:0009056,catabolic process,2.801740258477052e-05,2556,87,31,21031,0.3563218390804598,0.012128325508607199,"['ACAT2', 'AKR1B10', 'AKR1C3', 'ALDH1A1', 'ALDOA', 'ANXA2', 'BLVRB', 'CD44', 'EEF1A1', 'ENO1', 'EPHX1', 'EZR', 'GAPDH', 'GSTO1', 'HMOX1', 'IDH1', 'LDHA', 'NQO1', 'ODC1', 'PFKP', 'PKM', 'PRDX1', 'PRDX4', 'QDPR', 'RDX', 'RPS7', 'SAT1', 'SMOX', 'SPP1', 'TMX1', 'VIM']",0
GO:0016137,glycoside metabolic process,3.460897259988279e-05,20,87,5,21031,0.05747126436781609,0.25,"['AKR1B1', 'AKR1B10', 'AKR1C1', 'AKR1C2', 'AKR1C3']",0
GO:0050896,response to stimulus,3.847495661994732e-05,8976,87,63,21031,0.7241379310344828,0.007018716577540107,"['ACTN4', 'AHNAK', 'AK3', 'AKR1B1', 'AKR1B10', 'AKR1C1', 'AKR1C2', 'AKR1C3', 'ALDH1A1', 'ANXA1', 'ANXA2', 'AREG', 'CACYBP', 'CALM2', 'CCT5', 'CD24', 'CD44', 'EEF1A1', 'ENO1', 'EPHX1', 'EREG', 'EZR', 'GAPDH', 'GPX2', 'GSTO1', 'HMOX1', 'IDH1', 'ITGA3', 'KIF5B', 'MAP7', 'MGST1', 'MIF', 'MYH9', 'MYO10', 'MYOF', 'NQO1', 'NRG1', 'ODC1', 'PFKP', 'PKM', 'PRDX1', 'PRDX4', 'RDX', 'RPS7', 'S100A4', 'S100A6', 'SDC1', 'SMOX', 'SPP1', 'SQLE', 'TJP1', 'TMX1', 'TRIP6', 'TUBA1B', 'TUBB', 'TUBB4B', 'TWF1', 'TXN', 'TXNRD1', 'TXNRD2', 'VIM', 'VKORC1L1', 'ZYX']",0
GO:0045454,cell redox homeostasis,4.257183649188874e-05,42,87,6,21031,0.06896551724137931,0.14285714285714285,"['NQO1', 'PRDX1', 'PRDX4', 'TXN', 'TXNRD1', 'TXNRD2']",0
KEGG:01200,Carbon metabolism,5.331740709922527e-05,115,74,9,8484,0.12162162162162163,0.0782608695652174,"['ACAT2', 'ALDOA', 'ENO1', 'GAPDH', 'IDH1', 'PFKP', 'PKM', 'TALDO1', 'TKT']",0
GO:1902644,tertiary alcohol metabolic process,5.8403199708380024e-05,22,87,5,21031,0.05747126436781609,0.22727272727272727,"['AKR1B1', 'AKR1B10', 'AKR1C1', 'AKR1C2', 'AKR1C3']",0
GO:1901575,organic substance catabolic process,8.144117420787337e-05,2074,87,27,21031,0.3103448275862069,0.013018322082931534,"['ACAT2', 'AKR1B10', 'AKR1C3', 'ALDH1A1', 'ALDOA', 'ANXA2', 'BLVRB', 'CD44', 'EEF1A1', 'ENO1', 'EZR', 'GAPDH', 'HMOX1', 'IDH1', 'LDHA', 'NQO1', 'ODC1', 'PFKP', 'PKM', 'QDPR', 'RDX', 'RPS7', 'SAT1', 'SMOX', 'SPP1', 'TMX1', 'VIM']",0
GO:0006693,prostaglandin metabolic process,9.76338400219412e-05,48,87,6,21031,0.06896551724137931,0.125,"['AKR1B1', 'AKR1C1', 'AKR1C2', 'AKR1C3', 'ANXA1', 'MIF']",0
