genes_names,lfc_cluster1
EFHD2,0.27180388259947125
SH3BGRL3,0.14423147779078171
SFN,0.45466692107869006
PRDX1,-0.11391770075335846
GNG12,0.26012514947241383
S100A6,0.14316072348751008
S100A4,0.17415499393804112
S100A3,0.37216892206240654
S100A16,0.13950353622148912
RPS27,-0.056854381656791804
TAGLN2,0.13412536819445
PBX1,-0.2734428322243596
CACYBP,-0.0819209777532841
ELF3,-0.2591690111673872
RPS7,-0.03733998084213489
ID2,0.20206754476115818
HPCAL1,0.2603476144642543
RHOB,0.773840350150476
RAB10,-0.1223644306327628
CALM2,0.0774888696829031
TKT,-0.11278464805692391
DCBLD2,0.224319733820203
TM4SF1,0.39535551823173654
OCIAD2,0.1923710942794791
EREG,0.4005488226847991
AREG,0.311566942449179
SPP1,-0.36904347272972177
PALLD,-0.29040238672061397
MAP1B,0.1436018549310703
GLRX,-0.2139313275576149
TGFBI,0.41186423028084235
DUSP1,0.29895857732328773
CPLX2,-0.47976413873858254
TRIM7,0.3569148745977617
GNB2L1,-0.07050245932196303
IER3,0.19802834308390724
C6orf48,-0.2011567524263335
HMGA1,0.112175874220443
EEF1A1,-0.05387838488004695
TPD52L1,-0.3424247573010175
AKAP12,0.41503953376355435
EZR,0.27826168003846485
ARPC1B,0.1011972850838298
CAV2,0.15527835009517535
CAV1,0.12201813727100728
AKR1B10,-0.26793784370678214
RPS4X,-0.06155065986354081
FLNA,0.1921138316805757
DUSP4,0.22542439411097834
TRAM1,-0.3266967896323905
VPS28,0.3072413483728543
ALDH1A1,-0.1497341187613024
CTSL,0.2660385100339499
MSANTD3,0.2726073900607288
PTGR1,-0.12398262703463804
PTGES,0.5536048271768955
PHLDA2,0.38463933440663034
CD59,0.32077996523087027
CD44,0.26492803910905166
AHNAK,0.25089863968756965
CCDC85B,0.13706043494612488
GAL,0.3495383770454963
PRSS23,0.0961831723058731
DDX10,0.40129603816884013
NNMT,-0.20262910071170073
KLF6,0.3796922990080102
AKR1C2,-0.49624674053196544
AKR1C3,-0.46297607439706656
FAM107B,0.20525125045682757
VIM,0.19562501316118983
KCNMA1,0.5795086754171018
GAPDH,-0.06443686243574043
GPRC5A,0.4060195583746901
LDHB,-0.1044983830316469
KRAS,-0.2324236527478244
TUBA1B,-0.09240610246133485
KRT8,-0.21479679750732758
KRT18,-0.13297243499651337
IGFBP6,0.22870733687123415
PHLDA1,0.1893783721239067
TESC,-0.178766956627176
TSC22D1,0.3425447155499212
SNX6,0.2930897339547182
GPX2,-0.7776307906683603
HSP90AA1,-0.07022172276965377
CRIP1,0.2565609678446004
GABPB1-AS1,-0.1979598889403231
PAQR5,0.4280142329228533
MESP1,0.36366258168415305
TNFRSF12A,0.29565036845274445
FOPNL,-0.2820457470562004
NUPR1,-0.3645992443797404
ALDOA,-0.06852300023069995
MT2A,0.14803133718655379
PSMD7,-0.22920218357473707
PFN1,0.05642251762136876
ALDH3A1,-0.12246817600488495
IGFBP4,0.25314528495331223
PTRF,0.26524137003646336
UBTF,-0.3138021003276535
ITGA3,0.3653877173349473
SPAG9,0.17126817442475095
HN1,0.07015121102408008
ACTG1,0.07061820612005723
TGM2,0.39364921574805695
AP1M2,-0.2120382782041114
SPINT2,0.14047384242027025
PPP1R14A,0.18167441306124396
PAK4,0.3198494103614822
BLVRB,-0.15483814005179705
SHKBP1,0.3253022009613719
AXL,0.36653166804398646
VASP,0.2702047314587664
EMP3,0.35940770576273895
TNNT1,0.3557863249684084
UBE2S,0.11665517912993113
TXNRD2,0.2749384670373926
HMOX1,-0.14635020922267297
MYH9,0.26872267437345976
PDXK,-0.22687438459173023
MT-ND1,-0.05415085482182152
KRAS,-0.2324236527478244
