native,name,p_value,term_size,query_size,intersection_size,effective_domain_size,precision,recall,intersections,cluster
GO:0070887,cellular response to chemical stimulus,1.6155714137582063e-11,2683,140,54,21031,0.38571428571428573,0.02012672381662318,"['ACTB', 'ACTG1', 'ACTN4', 'ACTR3', 'AKR1B1', 'AKR1B10', 'AKR1C1', 'AKR1C2', 'AKR1C3', 'ALDH1A1', 'ANXA1', 'CACYBP', 'CAV1', 'CAV2', 'CD24', 'CD44', 'CTSB', 'CTSL', 'DNAJA1', 'EIF5A', 'ENO1', 'EREG', 'EZR', 'FLNA', 'GAPDH', 'GPX2', 'GSTO1', 'HMOX1', 'HSP90AB1', 'HSPD1', 'MGST1', 'NCL', 'NFKBIA', 'NFKBIB', 'NPM1', 'NQO1', 'PAK4', 'PFKP', 'PKM', 'PRDX1', 'PRDX4', 'PRNP', 'RAC3', 'SPP1', 'STAU1', 'TJP1', 'TPM1', 'TUBA1B', 'TXN', 'TXNRD1', 'TXNRD2', 'VIM', 'VKORC1L1', 'ZYX']",0
GO:0030029,actin filament-based process,1.7708440458297713e-11,805,140,30,21031,0.21428571428571427,0.037267080745341616,"['ABI2', 'ACTB', 'ACTG1', 'ACTN1', 'ACTN4', 'ACTR3', 'ALDOA', 'ANXA1', 'ARPC1B', 'ARPC3', 'CAV1', 'ENAH', 'EZR', 'FLNA', 'FSCN1', 'KRAS', 'MYH9', 'MYL6', 'PALLD', 'PDLIM1', 'PFN1', 'RAC3', 'TJP1', 'TNNT1', 'TPM1', 'TPM2', 'VASP', 'WASF2', 'WDR1', 'ZYX']",0
GO:0007010,cytoskeleton organization,2.8171520013029768e-11,1512,140,40,21031,0.2857142857142857,0.026455026455026454,"['ABI2', 'ACTB', 'ACTG1', 'ACTN1', 'ACTN4', 'ACTR3', 'ALDOA', 'ANXA1', 'ARPC1B', 'ARPC3', 'ENAH', 'EZR', 'FLNA', 'FSCN1', 'GAPDH', 'KRAS', 'MAP7', 'MYH9', 'MZT1', 'NPM1', 'PAK4', 'PALLD', 'PARD3', 'PDLIM1', 'PFN1', 'PLK2', 'RAC3', 'TJP1', 'TNNT1', 'TPM1', 'TPM2', 'TUBA1B', 'TUBA1C', 'TUBA4A', 'TUBB4B', 'VASP', 'VIM', 'WASF2', 'WDR1', 'ZYX']",0
GO:0030036,actin cytoskeleton organization,4.963660169164913e-11,717,140,28,21031,0.2,0.03905160390516039,"['ABI2', 'ACTB', 'ACTG1', 'ACTN1', 'ACTN4', 'ACTR3', 'ALDOA', 'ANXA1', 'ARPC1B', 'ARPC3', 'ENAH', 'EZR', 'FLNA', 'FSCN1', 'KRAS', 'MYH9', 'PALLD', 'PDLIM1', 'PFN1', 'RAC3', 'TJP1', 'TNNT1', 'TPM1', 'TPM2', 'VASP', 'WASF2', 'WDR1', 'ZYX']",0
GO:0042221,response to chemical,1.3307842226452344e-10,3957,140,65,21031,0.4642857142857143,0.016426585797321203,"['ACTB', 'ACTG1', 'ACTN4', 'ACTR3', 'AKR1B1', 'AKR1B10', 'AKR1C1', 'AKR1C2', 'AKR1C3', 'ALDH1A1', 'ANXA1', 'AREG', 'ARPC1B', 'CACYBP', 'CAV1', 'CAV2', 'CD24', 'CD44', 'CD81', 'CTSB', 'CTSL', 'DNAJA1', 'EIF5A', 'ENO1', 'EREG', 'EZR', 'FLNA', 'GAPDH', 'GPX2', 'GSTO1', 'HMOX1', 'HSP90AA1', 'HSP90AB1', 'HSPD1', 'IDH1', 'ITGA3', 'KYNU', 'MGST1', 'MT-ND1', 'NCL', 'NFKBIA', 'NFKBIB', 'NPM1', 'NQO1', 'NRG1', 'PAK4', 'PFKP', 'PKM', 'PRDX1', 'PRDX4', 'PRNP', 'RAC3', 'S100A4', 'SPP1', 'SQLE', 'STAU1', 'TJP1', 'TPM1', 'TUBA1B', 'TXN', 'TXNRD1', 'TXNRD2', 'VIM', 'VKORC1L1', 'ZYX']",0
GO:1901564,organonitrogen compound metabolic process,1.8110957678228886e-09,5986,140,80,21031,0.5714285714285714,0.013364517206815904,"['ABI2', 'ACTB', 'ALDH1A1', 'ALDOA', 'ANXA1', 'ANXA2', 'AREG', 'ARL6IP1', 'BLVRB', 'CAV1', 'CCT3', 'CCT4', 'CCT5', 'CCT7', 'CCT8', 'CD24', 'CD44', 'CD81', 'COMMD1', 'CTSB', 'CTSL', 'DERA', 'DNAJA1', 'EEF1A1', 'EIF1', 'EIF4A1', 'EIF5A', 'ENO1', 'EREG', 'EZR', 'FBXO22', 'FLNA', 'GAPDH', 'GSTO1', 'GTPBP4', 'HMGCS1', 'HMOX1', 'HSP90AA1', 'HSP90AB1', 'HSPD1', 'ICMT', 'IDH1', 'KRAS', 'KYNU', 'LDHA', 'MT-ND1', 'MT-ND6', 'MYH9', 'NCL', 'NFKBIA', 'NOLC1', 'NPM1', 'NQO1', 'NRG1', 'ODC1', 'PAK4', 'PARD3', 'PFDN6', 'PFKP', 'PKM', 'PLK2', 'PRDX4', 'PRNP', 'PRPS1', 'QDPR', 'RPL22L1', 'RPS27', 'RPS4X', 'RPS4Y1', 'RPS7', 'SAT1', 'SEPHS1', 'SFN', 'SSB', 'TALDO1', 'TCOF1', 'TKT', 'TXN', 'VIM', 'VKORC1L1']",0
GO:0051246,regulation of protein metabolic process,3.4951615040225704e-09,2102,140,44,21031,0.3142857142857143,0.02093244529019981,"['ACTB', 'ANXA2', 'AREG', 'ARL6IP1', 'CAV1', 'CD24', 'CD44', 'CD81', 'COMMD1', 'DNAJA1', 'EEF1A1', 'EIF1', 'EIF5A', 'ENO1', 'EREG', 'EZR', 'FBXO22', 'FLNA', 'GAPDH', 'GTPBP4', 'HSP90AA1', 'HSP90AB1', 'HSPD1', 'KRAS', 'MYH9', 'NCL', 'NFKBIA', 'NOLC1', 'NPM1', 'NQO1', 'NRG1', 'ODC1', 'PARD3', 'PFDN6', 'PKM', 'PLK2', 'PRNP', 'RPS4X', 'RPS7', 'SFN', 'SSB', 'TCOF1', 'TXN', 'VIM']",0
KEGG:05132,Salmonella infection,4.82036177040972e-09,249,111,20,8484,0.18018018018018017,0.08032128514056225,"['ACTB', 'ACTG1', 'ACTR3', 'AHNAK', 'AHNAK2', 'ANXA2', 'ARPC1B', 'ARPC3', 'FBXO22', 'FLNA', 'GAPDH', 'HSP90AA1', 'HSP90AB1', 'NFKBIA', 'PFN1', 'TUBA1B', 'TUBA1C', 'TUBA4A', 'TUBB4B', 'TXN']",0
GO:0006996,organelle organization,5.4077735730468054e-09,3613,140,59,21031,0.42142857142857143,0.016329919734292833,"['ABI2', 'ACTB', 'ACTG1', 'ACTN1', 'ACTN4', 'ACTR3', 'ALDOA', 'ANXA1', 'ANXA2', 'ARL6IP1', 'ARPC1B', 'ARPC3', 'CAV1', 'CAV2', 'CCT3', 'CCT4', 'CCT5', 'CCT7', 'CCT8', 'ENAH', 'EREG', 'EZR', 'FLNA', 'FSCN1', 'GAPDH', 'HSP90AA1', 'HSP90AB1', 'HSPD1', 'KRAS', 'MAP7', 'MT-ND1', 'MT-ND6', 'MYH9', 'MZT1', 'NOLC1', 'NPM1', 'PAK4', 'PALLD', 'PARD3', 'PDLIM1', 'PFN1', 'PLK2', 'RAC3', 'RPS27', 'SFN', 'SQLE', 'TJP1', 'TNNT1', 'TPM1', 'TPM2', 'TUBA1B', 'TUBA1C', 'TUBA4A', 'TUBB4B', 'VASP', 'VIM', 'WASF2', 'WDR1', 'ZYX']",0
GO:0007015,actin filament organization,7.072138157881293e-09,463,140,21,21031,0.15,0.04535637149028078,"['ABI2', 'ACTG1', 'ACTN1', 'ACTR3', 'ALDOA', 'ARPC1B', 'ARPC3', 'ENAH', 'EZR', 'FLNA', 'FSCN1', 'PDLIM1', 'PFN1', 'RAC3', 'TJP1', 'TPM1', 'TPM2', 'VASP', 'WASF2', 'WDR1', 'ZYX']",0
