genes_names,lfc_cluster4
SDF4,0.18858909349495104
ENO1,-0.09915469393058247
APITD1,0.23380036118236355
EFHD2,-0.18062926279657798
AKR7A2,0.3742258500155524
CAMK2N1,-0.7021210522428949
ID3,-0.36029711437507483
STMN1,-0.35267888041616385
SH3BGRL3,0.24684682842578998
SFN,0.28057633133347776
TRNP1,0.19078916840670856
WASF2,0.17329997974355912
EIF3I,0.15730507488796047
MARCKSL1,0.2537962788306773
PABPC4,-0.23838131857805192
CITED4,0.6658715969009037
ELOVL1,0.2130745700795765
PRDX1,-0.190500538602721
JAK1,-0.8804594200039979
LEPROT,-0.3967770688974068
SRSF11,-0.2659608126396647
TYW3,0.27226744293528016
LMO4,-0.32035319343714314
LRIF1,0.32535649589890225
BOLA1,0.27378844895927396
MCL1,0.784438163755067
PSMB4,-0.19282247263597455
S100A6,0.2012006847706557
S100A4,-0.03186860339550774
S100A16,0.49650546429173104
RPS27,-0.08898437516341696
FDPS,-0.4434886799194276
TAGLN2,-0.35498059853659303
MPZL1,-0.4372037411697746
ATP1B1,-0.22680484235234447
TOR3A,-0.3860629076960267
RGS2,0.5567200344271052
PHLDA3,-0.2833408865123346
ELF3,-1.3520149849949874
UBE2T,0.26104071866719664
NUCKS1,-0.25942900748443903
CENPF,-0.22856382371296824
ENAH,-0.5517363073560838
EPHX1,-0.4635346342533335
RP11-295G20.2,0.6296491436305608
OPN3,-0.9427537651970453
TMEM18,0.2987890498569495
TSSC1,0.36236018041847434
RPS7,-0.03055744214582959
ID2,0.23757472713907005
HPCAL1,0.9096925133012546
ODC1,0.3086930728633645
KCNF1,0.5721109671500787
ROCK2,-0.5919872712438929
SDC1,-0.5741888508543643
TP53I3,-0.1879986335240439
RAB10,-0.474485482431924
SLC35F6,-0.48784575008452036
CENPA,-0.2912355120165844
PREB,0.19968932731437403
MPV17,0.21139296368596194
CRIM1,-0.30679658162383583
EPAS1,0.43483816633079586
CFAP36,0.23156482763705932
C2orf74,0.4317755738196536
COMMD1,0.23324734483983944
EHBP1,0.4297999918418147
AAK1,-0.5367460187368284
ANXA4,-0.6117068559439439
MTHFD2,0.23193469440610193
ST3GAL5,1.1504234546040615
NPAS2,0.4373026843946381
MAP4K4,0.6003763882542682
SLC20A1,0.5004774998844801
ACTR3,-0.25980143387992677
SSB,-0.13373449363349377
AC013461.1,-0.14618855205358966
NFE2L2,-0.30727315124461824
MYO1B,-0.8460760732137258
HSPD1,-0.08774928009168809
BZW1,0.24964477588595768
CFLAR,0.1920062295372714
METTL21A,0.17880716527933516
IDH1,-0.3321013756918841
ACSL3,0.2513992429562288
SERPINE2,0.6570306250166466
AGFG1,-0.41030502013082537
HJURP,-0.3913447721422812
ARL4C,0.8071079712030783
COPS8,0.3698470609424412
MLPH,0.5480120973461506
GPC1,-0.48392816177268116
LMCD1,-0.4396637161370906
THUMPD3-AS1,-0.29553937713420625
SEC13,0.31713806409351136
AZI2,0.24338839020984812
KIF9,0.5333445151685177
MAP4,-0.3507018368402796
GPX1,0.21826518000238215
DAG1,-0.4555307131194384
TKT,-0.5110167635194919
C3orf14,-0.2605316774836883
CHMP2B,-0.17130195073408772
DCBLD2,0.5486766406929253
BBX,0.24203044746889976
B4GALT4,-0.7757061221347624
TIMMDC1,0.3025106052314052
MGLL,-0.44916370836212566
TM4SF1,0.2716825537867123
SMC4,-0.27558818652354256
RPL22L1,0.07530282076981022
ECT2,0.2845890283001616
ALG3,0.2072723083162948
MAP3K13,-0.26572727853967393
CCDC50,0.47065631385679935
LYAR,0.3941266789661048
WDR1,-0.4375257349664446
KLHL5,-0.4679302731652028
LIMCH1,-0.3865879103929016
OCIAD2,0.5589082044337396
IGFBP7,-0.9377691668938914
CXCL5,1.2739883149724944
CXCL3,0.9084824774159782
MTHFD2L,0.2134408135938015
EREG,0.7795438056335562
AREG,0.5152861796781338
PDLIM5,0.2241527121961898
ANXA5,0.19528279319833933
PGRMC2,-0.4428065301667446
PALLD,-1.2076163009398653
HPGD,0.5039015228170242
TRIML2,-0.7597159378103359
CCT5,-0.15686910073331153
DAP,0.5539976772167216
MYO10,-0.4744326681049491
BASP1,-0.30272429930909367
RAI14,0.3662157886963193
HMGCS1,-0.9461320262671212
ITGA2,0.47987085127142604
MOCS2,0.4108950990241422
FST,0.922395621131738
PLK2,-0.49835430399263664
CENPK,-0.21141259998862996
MAP1B,-0.4306006083423752
MRPS27,-0.3199318318408589
F2RL1,0.9114775983422204
GLRX,0.18291391844749075
LINC01184,0.26525370725992997
PITX1,-0.27155424093058855
TGFBI,-0.3144585986162203
NR3C1,-0.5807018029039283
TNIP1,-0.30613942360082325
G3BP1,-0.3127088950915069
NPM1,-0.05753860772575136
DUSP1,-0.15236823627686924
CPLX2,-1.19585673755635
NSD1,-0.2888231265686033
PRR7,0.2803710238256574
TRIM7,0.4801929698507948
GNB2L1,-0.011053579458486501
SERPINB1,-0.2915403256034487
SERPINB6,0.27787339899597935
SOX4,0.5933239576752608
HIST1H1C,0.2533006002041735
PPP1R11,0.24400532911509332
MRPS18B,0.25282250621002
TUBB,-0.2716979602606021
IER3,0.7980635087337852
CLIC1,0.3105484972173807
HMGA1,0.5777346543845882
C6orf1,0.7927332073694662
CCND3,-0.9149498434877351
HSP90AB1,-0.20422437475031474
PTP4A1,0.1011795839269376
EEF1A1,-0.0966634018926817
ME1,-0.3623007912250156
NT5E,0.9539108633168066
SYNCRIP,-0.19498179183215547
NDUFAF4,0.2955627670903709
POPDC3,0.30248365994235776
CD24,-0.4200440054150137
MARCKS,0.2435285192856401
TPD52L1,-0.5579292916854942
RSPO3,-0.3112907667189453
MAP7,-0.8070932843463791
AKAP12,0.7749738298676484
EZR,-0.34388102423114497
ACAT2,-0.6231928672967951
PSMB1,0.09746430347470232
ACTB,-0.23886707675863494
FSCN1,0.4236533509965306
ZDHHC4,0.26895679126007277
AGR2,0.42844317196254594
HOTAIRM1,0.2965610170130228
SEPT7,-0.1782615945162582
EPDR1,-0.6130288041121204
STK17A,0.34290018973562764
TNS3,-0.9662654634800069
VOPP1,-0.3655364774162874
GBAS,0.20547344952959934
SBDS,0.4870414132566083
PTPN12,0.36265876067975483
TP53TG1,-0.24271015176934582
FAM133B,-0.2168016920434955
TFPI2,0.854772099576392
GNG11,0.6010269208641731
BET1,0.22409900017289866
PEG10,0.22391171575377047
SDHAF3,0.35620206800673965
ARPC1B,0.18904089861651674
ZNF655,0.14123323726894402
PPP1R35,0.3065151671456176
TSC22D4,0.3086946539074149
TRIP6,-0.44250214971420715
KMT2E,-0.23953502238728572
NAMPT,-0.44961052259915574
IFRD1,0.26191172700369786
