native,name,p_value,term_size,query_size,intersection_size,effective_domain_size,precision,recall,intersections,group
GO:0016126,sterol biosynthetic process,6.178523026544527e-05,61,4,3,21031,0.75,0.04918032786885246,"['SQLE', 'HMGCS1', 'FDFT1']",0
GO:0045338,farnesyl diphosphate metabolic process,0.00027125134292934694,6,4,2,21031,0.5,0.3333333333333333,"['HMGCS1', 'FDFT1']",0
GO:0008203,cholesterol metabolic process,0.000717734035784887,137,4,3,21031,0.75,0.021897810218978103,"['SQLE', 'HMGCS1', 'FDFT1']",0
GO:1902652,secondary alcohol metabolic process,0.0009060057685870992,148,4,3,21031,0.75,0.02027027027027027,"['SQLE', 'HMGCS1', 'FDFT1']",0
GO:0016125,sterol metabolic process,0.0009818577336305721,152,4,3,21031,0.75,0.019736842105263157,"['SQLE', 'HMGCS1', 'FDFT1']",0
GO:0006694,steroid biosynthetic process,0.0016068021571101576,179,4,3,21031,0.75,0.01675977653631285,"['SQLE', 'HMGCS1', 'FDFT1']",0
KEGG:00100,Steroid biosynthesis,0.0016965840606978351,20,4,2,8484,0.5,0.1,"['SQLE', 'FDFT1']",0
KEGG:00900,Terpenoid backbone biosynthesis,0.002062039776016747,22,4,2,8484,0.5,0.09090909090909091,"['HMGCS1', 'ACAT2']",0
KEGG:00650,Butanoate metabolism,0.00313076366632382,27,4,2,8484,0.5,0.07407407407407407,"['HMGCS1', 'ACAT2']",0
GO:1901617,organic hydroxy compound biosynthetic process,0.003929839164954453,241,4,3,21031,0.75,0.012448132780082987,"['SQLE', 'HMGCS1', 'FDFT1']",0
GO:0008202,steroid metabolic process,0.009639737549184242,325,4,3,21031,0.75,0.009230769230769232,"['SQLE', 'HMGCS1', 'FDFT1']",0
KEGG:00280,"Valine, leucine and isoleucine degradation",0.010028016599523636,48,4,2,8484,0.5,0.041666666666666664,"['HMGCS1', 'ACAT2']",0
GO:0006629,lipid metabolic process,0.012597137981621636,1388,4,4,21031,1.0,0.002881844380403458,"['SQLE', 'HMGCS1', 'FDFT1', 'ACAT2']",0
GO:0006066,alcohol metabolic process,0.014332267503648044,371,4,3,21031,0.75,0.008086253369272238,"['SQLE', 'HMGCS1', 'FDFT1']",0
GO:0006695,cholesterol biosynthetic process,0.025798679770827622,54,4,2,21031,0.5,0.037037037037037035,"['HMGCS1', 'FDFT1']",0
GO:1902653,secondary alcohol biosynthetic process,0.025798679770827622,54,4,2,21031,0.5,0.037037037037037035,"['HMGCS1', 'FDFT1']",0
GO:0044281,small molecule metabolic process,0.03670675373433751,1813,4,4,21031,1.0,0.002206287920573635,"['SQLE', 'HMGCS1', 'FDFT1', 'ACAT2']",0
GO:0001778,plasma membrane repair,0.002977765148271604,30,3,2,21031,0.6666666666666666,0.06666666666666667,"['MYOF', 'AHNAK']",1
KEGG:05132,Salmonella infection,0.02269912420523987,249,2,2,8484,1.0,0.008032128514056224,"['AHNAK', 'AHNAK2']",1
GO:0044597,daunorubicin metabolic process,3.00878808307262e-08,9,15,4,21031,0.26666666666666666,0.4444444444444444,"['AKR1C2', 'AKR1B10', 'AKR1C3', 'AKR1C1']",2
GO:0030638,polyketide metabolic process,5.012547894869739e-08,10,15,4,21031,0.26666666666666666,0.4,"['AKR1C2', 'AKR1B10', 'AKR1C3', 'AKR1C1']",2
GO:0030647,aminoglycoside antibiotic metabolic process,5.012547894869739e-08,10,15,4,21031,0.26666666666666666,0.4,"['AKR1C2', 'AKR1B10', 'AKR1C3', 'AKR1C1']",2
GO:0044598,doxorubicin metabolic process,5.012547894869739e-08,10,15,4,21031,0.26666666666666666,0.4,"['AKR1C2', 'AKR1B10', 'AKR1C3', 'AKR1C1']",2
GO:1990748,cellular detoxification,1.526004420758249e-07,114,15,6,21031,0.4,0.05263157894736842,"['TXNRD1', 'AKR1B10', 'MGST1', 'GPX2', 'TXNRD2', 'GSTO1']",2
GO:0009636,response to toxic substance,1.8521614780977145e-07,238,15,7,21031,0.4666666666666667,0.029411764705882353,"['TXNRD1', 'AKR1B10', 'EPHX1', 'MGST1', 'GPX2', 'TXNRD2', 'GSTO1']",2
GO:0097237,cellular response to toxic substance,2.4234439688952123e-07,123,15,6,21031,0.4,0.04878048780487805,"['TXNRD1', 'AKR1B10', 'MGST1', 'GPX2', 'TXNRD2', 'GSTO1']",2
GO:0098754,detoxification,4.873045717653267e-07,138,15,6,21031,0.4,0.043478260869565216,"['TXNRD1', 'AKR1B10', 'MGST1', 'GPX2', 'TXNRD2', 'GSTO1']",2
GO:0016137,glycoside metabolic process,1.151634467166265e-06,20,15,4,21031,0.26666666666666666,0.2,"['AKR1C2', 'AKR1B10', 'AKR1C3', 'AKR1C1']",2
KEGG:05208,Chemical carcinogenesis - reactive oxygen species,1.2548272901305385e-06,221,14,7,8484,0.5,0.03167420814479638,"['AKR1C2', 'EPHX1', 'AKR1C3', 'MGST1', 'AKR1C1', 'HMOX1', 'GSTO1']",2
GO:0009753,response to jasmonic acid,1.676566804912662e-06,4,15,3,21031,0.2,0.75,"['AKR1C2', 'AKR1C3', 'AKR1C1']",2
GO:0071395,cellular response to jasmonic acid stimulus,1.676566804912662e-06,4,15,3,21031,0.2,0.75,"['AKR1C2', 'AKR1C3', 'AKR1C1']",2
