"interaction","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::fusion","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"pp","9606.ENSP00000355958 (pp) 9606.ENSP00000499238","false","pp","9606.ENSP00000355958 (pp) 9606.ENSP00000499238","0.779",,,,,,,"0.834","0.282"
"pp","9606.ENSP00000355958 (pp) 9606.ENSP00000428489","false","pp","9606.ENSP00000355958 (pp) 9606.ENSP00000428489","0.781",,,,,,,"0.873","0.445"
"pp","9606.ENSP00000265052 (pp) 9606.ENSP00000352584","false","pp","9606.ENSP00000265052 (pp) 9606.ENSP00000352584","0.074",,"0.9",,,,,"0.911","0.12"
"pp","9606.ENSP00000355958 (pp) 9606.ENSP00000368458","false","pp","9606.ENSP00000355958 (pp) 9606.ENSP00000368458","0.481",,"0.5","0.984",,,,"0.995","0.125"
"pp","9606.ENSP00000265052 (pp) 9606.ENSP00000356972","false","pp","9606.ENSP00000265052 (pp) 9606.ENSP00000356972","0.295",,,"0.945",,,,"0.966","0.204"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000357858","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000357858","0.109",,"0.5","0.113",,,,"0.935","0.855"
"pp","9606.ENSP00000355958 (pp) 9606.ENSP00000384849","false","pp","9606.ENSP00000355958 (pp) 9606.ENSP00000384849",,,,"0.804",,,,"0.88","0.413"
"pp","9606.ENSP00000265077 (pp) 9606.ENSP00000346839","false","pp","9606.ENSP00000265077 (pp) 9606.ENSP00000346839","0.099",,,,,,,"0.866","0.858"
"pp","9606.ENSP00000265077 (pp) 9606.ENSP00000398632","false","pp","9606.ENSP00000265077 (pp) 9606.ENSP00000398632","0.083",,,"0.464",,,,"0.996","0.993"
"pp","9606.ENSP00000265052 (pp) 9606.ENSP00000354687","false","pp","9606.ENSP00000265052 (pp) 9606.ENSP00000354687","0.042",,,"0.939",,,,"0.939",
"pp","9606.ENSP00000355958 (pp) 9606.ENSP00000411532","false","pp","9606.ENSP00000355958 (pp) 9606.ENSP00000411532","0.781",,,,,,,"0.822","0.223"
"pp","9606.ENSP00000265138 (pp) 9606.ENSP00000383199","false","pp","9606.ENSP00000265138 (pp) 9606.ENSP00000383199",,,,"0.778",,,,"0.855","0.376"
"pp","9606.ENSP00000355958 (pp) 9606.ENSP00000391090","false","pp","9606.ENSP00000355958 (pp) 9606.ENSP00000391090","0.69",,,"0.51",,,,"0.931","0.585"
"pp","9606.ENSP00000355958 (pp) 9606.ENSP00000483236","false","pp","9606.ENSP00000355958 (pp) 9606.ENSP00000483236","0.057",,"0.9",,,,,"0.932","0.338"
"pp","9606.ENSP00000355966 (pp) 9606.ENSP00000499238","false","pp","9606.ENSP00000355966 (pp) 9606.ENSP00000499238","0.839",,,,,,,"0.905","0.435"
"pp","9606.ENSP00000265087 (pp) 9606.ENSP00000330658","false","pp","9606.ENSP00000265087 (pp) 9606.ENSP00000330658","0.086",,,"0.9",,,,"0.962","0.621"
"pp","9606.ENSP00000355966 (pp) 9606.ENSP00000362146","false","pp","9606.ENSP00000355966 (pp) 9606.ENSP00000362146","0.813",,,"0.091",,,,"0.9","0.461"
"pp","9606.ENSP00000355966 (pp) 9606.ENSP00000434614","false","pp","9606.ENSP00000355966 (pp) 9606.ENSP00000434614","0.058",,"0.5","0.998",,,,"0.999","0.322"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000308583","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000308583","0.067",,,,,,,"0.868","0.865"
"pp","9606.ENSP00000355958 (pp) 9606.ENSP00000360540","false","pp","9606.ENSP00000355958 (pp) 9606.ENSP00000360540","0.78",,,,,,,"0.817","0.203"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000414109","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000414109","0.802",,,,,,,"0.914","0.587"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000376457","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000376457","0.621",,,,,,,"0.844","0.606"
"pp","9606.ENSP00000355966 (pp) 9606.ENSP00000412292","false","pp","9606.ENSP00000355966 (pp) 9606.ENSP00000412292","0.79",,,,,,,"0.847","0.303"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000300403","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000300403","0.805",,,,,,,"0.894","0.481"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000369075","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000369075",,,,,,,,"0.901","0.901"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000319664","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000319664","0.044",,"0.8",,,,,"0.837","0.219"
"pp","9606.ENSP00000355966 (pp) 9606.ENSP00000481380","false","pp","9606.ENSP00000355966 (pp) 9606.ENSP00000481380","0.83",,,,,,,"0.943","0.681"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000328228","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000328228","0.787",,,,,,,"0.877","0.447"
"pp","9606.ENSP00000355966 (pp) 9606.ENSP00000356379","false","pp","9606.ENSP00000355966 (pp) 9606.ENSP00000356379","0.837",,,,,,,"0.916","0.507"
"pp","9606.ENSP00000355966 (pp) 9606.ENSP00000414109","false","pp","9606.ENSP00000355966 (pp) 9606.ENSP00000414109","0.743",,,,,,,"0.812","0.301"
"pp","9606.ENSP00000355966 (pp) 9606.ENSP00000376457","false","pp","9606.ENSP00000355966 (pp) 9606.ENSP00000376457","0.702",,,,,,,"0.82","0.42"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000305204","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000305204","0.763",,,,,,,"0.827","0.303"
"pp","9606.ENSP00000355966 (pp) 9606.ENSP00000357643","false","pp","9606.ENSP00000355966 (pp) 9606.ENSP00000357643","0.66",,,,,,,"0.851","0.581"
"pp","9606.ENSP00000355966 (pp) 9606.ENSP00000356319","false","pp","9606.ENSP00000355966 (pp) 9606.ENSP00000356319","0.797",,,,,,,"0.882","0.446"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000313950","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000313950","0.535",,,"0.1",,,,"0.975","0.946"
"pp","9606.ENSP00000355966 (pp) 9606.ENSP00000378699","false","pp","9606.ENSP00000355966 (pp) 9606.ENSP00000378699","0.832","0.13",,,,,,"0.919","0.493"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000481380","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000481380","0.837",,,"0.091",,,,"0.917","0.489"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000296509","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000296509","0.451",,"0.5","0.222",,,,"0.942","0.763"
"pp","9606.ENSP00000355966 (pp) 9606.ENSP00000442068","false","pp","9606.ENSP00000355966 (pp) 9606.ENSP00000442068","0.81",,,,,,,"0.911","0.554"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000356379","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000356379","0.954",,,"0.078",,,,"0.981","0.589"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000404190","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000404190","0.532",,"0.4",,,,,"0.833","0.456"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000341382","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000341382","0.669",,,"0.093",,,,"0.899","0.694"
"pp","9606.ENSP00000355966 (pp) 9606.ENSP00000428489","false","pp","9606.ENSP00000355966 (pp) 9606.ENSP00000428489","0.749",,,"0.092",,,,"0.88","0.518"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000412292","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000412292","0.794",,,,,,,"0.828","0.201"
"pp","9606.ENSP00000356015 (pp) 9606.ENSP00000369461","false","pp","9606.ENSP00000356015 (pp) 9606.ENSP00000369461","0.834",,"0.786","0.296",,,"0.08","0.981","0.309"
"pp","9606.ENSP00000355966 (pp) 9606.ENSP00000361540","false","pp","9606.ENSP00000355966 (pp) 9606.ENSP00000361540","0.834",,"0.5","0.994",,,,"0.999","0.667"
"pp","9606.ENSP00000355966 (pp) 9606.ENSP00000363524","false","pp","9606.ENSP00000355966 (pp) 9606.ENSP00000363524","0.65",,,,,,,"0.858","0.611"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000336868","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000336868","0.793",,,"0.052",,,,"0.993","0.968"
"pp","9606.ENSP00000355966 (pp) 9606.ENSP00000377492","false","pp","9606.ENSP00000355966 (pp) 9606.ENSP00000377492","0.779",,,"0.043",,,,"0.87","0.437"
"pp","9606.ENSP00000355966 (pp) 9606.ENSP00000360540","false","pp","9606.ENSP00000355966 (pp) 9606.ENSP00000360540","0.817",,,,,,,"0.912","0.541"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000428489","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000428489","0.828",,,"0.083",,,,"0.889","0.356"
"pp","9606.ENSP00000355966 (pp) 9606.ENSP00000411532","false","pp","9606.ENSP00000355966 (pp) 9606.ENSP00000411532","0.781",,,,,,,"0.928","0.685"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000499238","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000499238","0.845","0.228",,,,,,"0.929","0.455"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000300093","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000300093","0.506",,"0.8","0.066",,,,"0.977","0.788"
"pp","9606.ENSP00000356015 (pp) 9606.ENSP00000370748","false","pp","9606.ENSP00000356015 (pp) 9606.ENSP00000370748","0.508",,,,,,,"0.828","0.666"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000362146","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000362146","0.835",,,,,,,"0.956","0.747"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000350447","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000350447","0.671",,,,,,,"0.832","0.512"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000355966","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000355966","0.586",,,,,,,"0.834","0.616"
"pp","9606.ENSP00000355966 (pp) 9606.ENSP00000377536","false","pp","9606.ENSP00000355966 (pp) 9606.ENSP00000377536","0.569",,,,,,,"0.89","0.756"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000378699","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000378699","0.836",,"0.4","0.097",,,,"0.973","0.741"
"pp","9606.ENSP00000356150 (pp) 9606.ENSP00000441543","false","pp","9606.ENSP00000356150 (pp) 9606.ENSP00000441543",,,"0.5","0.93",,,,"0.967","0.149"
"pp","9606.ENSP00000356015 (pp) 9606.ENSP00000491537","false","pp","9606.ENSP00000356015 (pp) 9606.ENSP00000491537","0.518",,,,,,,"0.822","0.647"
"pp","9606.ENSP00000356150 (pp) 9606.ENSP00000478771","false","pp","9606.ENSP00000356150 (pp) 9606.ENSP00000478771","0.049",,"0.5","0.905",,,,"0.959","0.212"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000413507","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000413507","0.049",,,"0.234",,,,"0.8","0.748"
"pp","9606.ENSP00000356319 (pp) 9606.ENSP00000411532","false","pp","9606.ENSP00000356319 (pp) 9606.ENSP00000411532","0.786",,,"0.292",,,,"0.927","0.557"
"pp","9606.ENSP00000356319 (pp) 9606.ENSP00000362146","false","pp","9606.ENSP00000356319 (pp) 9606.ENSP00000362146","0.549",,,"0.292",,,,"0.83","0.511"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000356319","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000356319","0.795",,,,,,,"0.851","0.305"
"pp","9606.ENSP00000356319 (pp) 9606.ENSP00000414109","false","pp","9606.ENSP00000356319 (pp) 9606.ENSP00000414109","0.791",,,"0.292",,,,"0.927","0.552"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000323300","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000323300","0.664",,,"0.091",,,,"0.811","0.431"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000348838","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000348838","0.648",,,"0.045",,,,"0.803","0.463"
"pp","9606.ENSP00000356319 (pp) 9606.ENSP00000404190","false","pp","9606.ENSP00000356319 (pp) 9606.ENSP00000404190","0.447",,,"0.292",,,,"0.868","0.69"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000360793","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000360793","0.899",,"0.4",,,,,"0.95","0.253"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000357643","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000357643","0.876",,,"0.095",,,,"0.921","0.356"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000360540","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000360540","0.839",,,,,,,"0.936","0.621"
"pp","9606.ENSP00000356319 (pp) 9606.ENSP00000481380","false","pp","9606.ENSP00000356319 (pp) 9606.ENSP00000481380","0.793",,,,,,,"0.85","0.305"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000301633","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000301633","0.786",,,"0.06",,,,"0.963","0.834"
"pp","9606.ENSP00000356319 (pp) 9606.ENSP00000357643","false","pp","9606.ENSP00000356319 (pp) 9606.ENSP00000357643","0.788",,,"0.292",,,,"0.894","0.351"
"pp","9606.ENSP00000356319 (pp) 9606.ENSP00000356379","false","pp","9606.ENSP00000356319 (pp) 9606.ENSP00000356379","0.877",,,"0.292",,,,"0.963","0.618"
"pp","9606.ENSP00000356224 (pp) 9606.ENSP00000357283","false","pp","9606.ENSP00000356224 (pp) 9606.ENSP00000357283",,,"0.8","0.496",,,,"0.996","0.97"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000385000","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000385000","0.279",,"0.8","0.068",,,,"0.886","0.258"
"pp","9606.ENSP00000356319 (pp) 9606.ENSP00000363524","false","pp","9606.ENSP00000356319 (pp) 9606.ENSP00000363524","0.727",,,"0.308",,,,"0.921","0.619"
"pp","9606.ENSP00000356319 (pp) 9606.ENSP00000377793","false","pp","9606.ENSP00000356319 (pp) 9606.ENSP00000377793","0.729",,"0.8","0.318",,,,"0.986","0.674"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000335357","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000335357","0.784",,,"0.072",,,,"0.808","0.122"
"pp","9606.ENSP00000356319 (pp) 9606.ENSP00000360540","false","pp","9606.ENSP00000356319 (pp) 9606.ENSP00000360540","0.8",,,"0.292",,,,"0.943","0.63"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000377793","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000377793","0.829",,,"0.634",,,,"0.99","0.859"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000363524","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000363524","0.84",,"0.4",,,,,"0.957","0.59"
"pp","9606.ENSP00000356379 (pp) 9606.ENSP00000360793","false","pp","9606.ENSP00000356379 (pp) 9606.ENSP00000360793","0.72",,,"0.048",,,,"0.819","0.377"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000271452","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000271452","0.839",,,"0.484",,,,"0.996","0.958"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000411532","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000411532","0.855",,,,,,,"0.926","0.513"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000288207","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000288207","0.596",,"0.4","0.051",,,,"0.942","0.78"
"pp","9606.ENSP00000356319 (pp) 9606.ENSP00000377492","false","pp","9606.ENSP00000356319 (pp) 9606.ENSP00000377492","0.787",,,,,,,"0.853","0.343"
"pp","9606.ENSP00000265295 (pp) 9606.ENSP00000300093","false","pp","9606.ENSP00000265295 (pp) 9606.ENSP00000300093","0.362",,"0.8",,,,,"0.889","0.203"
"pp","9606.ENSP00000356379 (pp) 9606.ENSP00000411532","false","pp","9606.ENSP00000356379 (pp) 9606.ENSP00000411532","0.983",,,,,,,"0.996","0.804"
"pp","9606.ENSP00000356379 (pp) 9606.ENSP00000360540","false","pp","9606.ENSP00000356379 (pp) 9606.ENSP00000360540","0.843",,,,,,,"0.95","0.7"
"pp","9606.ENSP00000356379 (pp) 9606.ENSP00000377536","false","pp","9606.ENSP00000356379 (pp) 9606.ENSP00000377536","0.699",,,,,,,"0.866","0.574"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000367276","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000367276","0.763",,,,,,,"0.831","0.316"
"pp","9606.ENSP00000356319 (pp) 9606.ENSP00000412292","false","pp","9606.ENSP00000356319 (pp) 9606.ENSP00000412292","0.806",,,,,,,"0.873","0.376"
"pp","9606.ENSP00000356319 (pp) 9606.ENSP00000499238","false","pp","9606.ENSP00000356319 (pp) 9606.ENSP00000499238","0.793",,,"0.292",,,,"0.899","0.372"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000361540","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000361540","0.646",,"0.8","0.049",,,,"0.989","0.865"
"pp","9606.ENSP00000356319 (pp) 9606.ENSP00000378699","false","pp","9606.ENSP00000356319 (pp) 9606.ENSP00000378699","0.771",,,"0.292",,,,"0.895","0.405"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000286398","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000286398","0.83",,,"0.093",,,,"0.861","0.173"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000355922","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000355922","0.927",,,"0.23",,,,"0.999","0.987"
"pp","9606.ENSP00000356379 (pp) 9606.ENSP00000361540","false","pp","9606.ENSP00000356379 (pp) 9606.ENSP00000361540","0.901",,,"0.111",,,,"0.972","0.715"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000377492","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000377492","0.808",,,"0.057",,,,"0.926","0.626"
"pp","9606.ENSP00000265371 (pp) 9606.ENSP00000311127","false","pp","9606.ENSP00000265371 (pp) 9606.ENSP00000311127","0.042",,,"0.305",,,,"0.997","0.996"
"pp","9606.ENSP00000265148 (pp) 9606.ENSP00000302530","false","pp","9606.ENSP00000265148 (pp) 9606.ENSP00000302530","0.84",,,"0.259",,,,"0.991","0.935"
"pp","9606.ENSP00000356379 (pp) 9606.ENSP00000442068","false","pp","9606.ENSP00000356379 (pp) 9606.ENSP00000442068","0.774",,,,,,,"0.864","0.425"
"pp","9606.ENSP00000265295 (pp) 9606.ENSP00000355922","false","pp","9606.ENSP00000265295 (pp) 9606.ENSP00000355922","0.327",,"0.9",,,,,"0.95","0.323"
"pp","9606.ENSP00000356379 (pp) 9606.ENSP00000367276","false","pp","9606.ENSP00000356379 (pp) 9606.ENSP00000367276","0.797",,,,,,,"0.869","0.384"
"pp","9606.ENSP00000356379 (pp) 9606.ENSP00000377492","false","pp","9606.ENSP00000356379 (pp) 9606.ENSP00000377492","0.809",,,"0.043",,,,"0.928","0.64"
"pp","9606.ENSP00000356379 (pp) 9606.ENSP00000357643","false","pp","9606.ENSP00000356379 (pp) 9606.ENSP00000357643","0.895",,,"0.099",,,,"0.962","0.635"
"pp","9606.ENSP00000265295 (pp) 9606.ENSP00000361540","false","pp","9606.ENSP00000265295 (pp) 9606.ENSP00000361540","0.334",,"0.8",,,,,"0.888","0.23"
"pp","9606.ENSP00000356379 (pp) 9606.ENSP00000377793","false","pp","9606.ENSP00000356379 (pp) 9606.ENSP00000377793","0.838",,,,,,,"0.921","0.532"
"pp","9606.ENSP00000356379 (pp) 9606.ENSP00000494957","false","pp","9606.ENSP00000356379 (pp) 9606.ENSP00000494957","0.781",,,,,,,"0.827","0.246"
"pp","9606.ENSP00000265371 (pp) 9606.ENSP00000393312","false","pp","9606.ENSP00000265371 (pp) 9606.ENSP00000393312","0.049",,,"0.056",,,,"0.826","0.823"
"pp","9606.ENSP00000356379 (pp) 9606.ENSP00000363524","false","pp","9606.ENSP00000356379 (pp) 9606.ENSP00000363524","0.901",,,,,,,"0.952","0.536"
"pp","9606.ENSP00000265295 (pp) 9606.ENSP00000319664","false","pp","9606.ENSP00000265295 (pp) 9606.ENSP00000319664","0.048",,"0.8",,,,,"0.801",
"pp","9606.ENSP00000265728 (pp) 9606.ENSP00000418268","false","pp","9606.ENSP00000265728 (pp) 9606.ENSP00000418268","0.18",,"0.5","0.23",,,,"0.948","0.857"
"pp","9606.ENSP00000356379 (pp) 9606.ENSP00000414109","false","pp","9606.ENSP00000356379 (pp) 9606.ENSP00000414109","0.856",,,,,,,"0.931","0.545"
"pp","9606.ENSP00000265564 (pp) 9606.ENSP00000374354","false","pp","9606.ENSP00000265564 (pp) 9606.ENSP00000374354","0.233","0.096","0.9","0.998",,,,"0.999","0.991"
"pp","9606.ENSP00000265564 (pp) 9606.ENSP00000398597","false","pp","9606.ENSP00000265564 (pp) 9606.ENSP00000398597","0.264","0.246","0.9","0.997",,,"0.115","0.999","0.999"
"pp","9606.ENSP00000265564 (pp) 9606.ENSP00000364639","false","pp","9606.ENSP00000265564 (pp) 9606.ENSP00000364639","0.063",,,"0.837",,,,"0.905","0.431"
"pp","9606.ENSP00000356379 (pp) 9606.ENSP00000362146","false","pp","9606.ENSP00000356379 (pp) 9606.ENSP00000362146","0.908",,,,,,,"0.95","0.48"
"pp","9606.ENSP00000265564 (pp) 9606.ENSP00000359939","false","pp","9606.ENSP00000265564 (pp) 9606.ENSP00000359939","0.728",,"0.9","0.997",,,,"0.999","0.999"
"pp","9606.ENSP00000356379 (pp) 9606.ENSP00000378699","false","pp","9606.ENSP00000356379 (pp) 9606.ENSP00000378699","0.828",,,,,,,"0.942","0.682"
"pp","9606.ENSP00000356379 (pp) 9606.ENSP00000376457","false","pp","9606.ENSP00000356379 (pp) 9606.ENSP00000376457","0.827",,,"0.292",,,,"0.924","0.433"
"pp","9606.ENSP00000356379 (pp) 9606.ENSP00000428489","false","pp","9606.ENSP00000356379 (pp) 9606.ENSP00000428489","0.841",,,"0.046",,,,"0.951","0.703"
"pp","9606.ENSP00000265564 (pp) 9606.ENSP00000348107","false","pp","9606.ENSP00000265564 (pp) 9606.ENSP00000348107","0.14",,"0.9","0.922",,,,"0.998","0.743"
"pp","9606.ENSP00000356438 (pp) 9606.ENSP00000437955","false","pp","9606.ENSP00000356438 (pp) 9606.ENSP00000437955","0.202",,,,,,,"0.831","0.797"
"pp","9606.ENSP00000356379 (pp) 9606.ENSP00000499238","false","pp","9606.ENSP00000356379 (pp) 9606.ENSP00000499238","0.853",,,,,,,"0.94","0.612"
"pp","9606.ENSP00000265371 (pp) 9606.ENSP00000451040","false","pp","9606.ENSP00000265371 (pp) 9606.ENSP00000451040",,,,"0.292",,,,"0.997","0.997"
"pp","9606.ENSP00000356379 (pp) 9606.ENSP00000412292","false","pp","9606.ENSP00000356379 (pp) 9606.ENSP00000412292","0.806",,,,,,,"0.861","0.318"
"pp","9606.ENSP00000265602 (pp) 9606.ENSP00000300935","false","pp","9606.ENSP00000265602 (pp) 9606.ENSP00000300935",,,"0.4","0.045",,,,"0.958","0.934"
"pp","9606.ENSP00000265371 (pp) 9606.ENSP00000416293","false","pp","9606.ENSP00000265371 (pp) 9606.ENSP00000416293",,,,,,,,"0.819","0.819"
"pp","9606.ENSP00000356438 (pp) 9606.ENSP00000380070","false","pp","9606.ENSP00000356438 (pp) 9606.ENSP00000380070",,,,,,,,"0.82","0.82"
"pp","9606.ENSP00000265564 (pp) 9606.ENSP00000328854","false","pp","9606.ENSP00000265564 (pp) 9606.ENSP00000328854","0.344",,"0.4","0.631",,,,"0.879","0.267"
"pp","9606.ENSP00000265564 (pp) 9606.ENSP00000297579","false","pp","9606.ENSP00000265564 (pp) 9606.ENSP00000297579","0.398",,"0.4","0.507",,,,"0.806",
"pp","9606.ENSP00000265371 (pp) 9606.ENSP00000353582","false","pp","9606.ENSP00000265371 (pp) 9606.ENSP00000353582","0.11","0.057","0.72","0.23",,,,"0.967","0.846"
"pp","9606.ENSP00000356379 (pp) 9606.ENSP00000481380","false","pp","9606.ENSP00000356379 (pp) 9606.ENSP00000481380","0.866",,,,,,,"0.944","0.603"
"pp","9606.ENSP00000265564 (pp) 9606.ENSP00000438993","false","pp","9606.ENSP00000265564 (pp) 9606.ENSP00000438993","0.076",,,"0.831",,,,"0.906","0.452"
"pp","9606.ENSP00000356438 (pp) 9606.ENSP00000379110","false","pp","9606.ENSP00000356438 (pp) 9606.ENSP00000379110","0.468",,,,,,,"0.848","0.727"
"pp","9606.ENSP00000356438 (pp) 9606.ENSP00000360266","false","pp","9606.ENSP00000356438 (pp) 9606.ENSP00000360266","0.166",,,,,,,"0.866","0.846"
"pp","9606.ENSP00000356438 (pp) 9606.ENSP00000427279","false","pp","9606.ENSP00000356438 (pp) 9606.ENSP00000427279","0.46",,,,,,,"0.819","0.68"
"pp","9606.ENSP00000265564 (pp) 9606.ENSP00000323046","false","pp","9606.ENSP00000265564 (pp) 9606.ENSP00000323046","0.332",,"0.9","0.998",,,"0.231","0.999","0.999"
"pp","9606.ENSP00000356520 (pp) 9606.ENSP00000418960","false","pp","9606.ENSP00000356520 (pp) 9606.ENSP00000418960","0.072",,,"0.51",,,,"0.983","0.967"
"pp","9606.ENSP00000356520 (pp) 9606.ENSP00000379144","false","pp","9606.ENSP00000356520 (pp) 9606.ENSP00000379144","0.042",,"0.9",,,,,"0.923","0.268"
"pp","9606.ENSP00000265728 (pp) 9606.ENSP00000276533","false","pp","9606.ENSP00000265728 (pp) 9606.ENSP00000276533","0.085",,,,,,,"0.801","0.792"
"pp","9606.ENSP00000356520 (pp) 9606.ENSP00000442699","false","pp","9606.ENSP00000356520 (pp) 9606.ENSP00000442699","0.222",,"0.8","0.091",,,,"0.863","0.151"
"pp","9606.ENSP00000265602 (pp) 9606.ENSP00000314116","false","pp","9606.ENSP00000265602 (pp) 9606.ENSP00000314116",,,"0.72",,,,,"0.821","0.389"
"pp","9606.ENSP00000265602 (pp) 9606.ENSP00000448012","false","pp","9606.ENSP00000265602 (pp) 9606.ENSP00000448012","0.139",,"0.72","0.06",,,,"0.988","0.957"
"pp","9606.ENSP00000356520 (pp) 9606.ENSP00000421592","false","pp","9606.ENSP00000356520 (pp) 9606.ENSP00000421592","0.629",,"0.8","0.284",,,,"0.953","0.228"
"pp","9606.ENSP00000265728 (pp) 9606.ENSP00000307288","false","pp","9606.ENSP00000265728 (pp) 9606.ENSP00000307288","0.183",,"0.9","0.887",,,,"0.997","0.774"
"pp","9606.ENSP00000265728 (pp) 9606.ENSP00000312995","false","pp","9606.ENSP00000265728 (pp) 9606.ENSP00000312995","0.166",,"0.5","0.091",,,,"0.835","0.618"
"pp","9606.ENSP00000265728 (pp) 9606.ENSP00000480987","false","pp","9606.ENSP00000265728 (pp) 9606.ENSP00000480987","0.168",,"0.9","0.802",,,,"0.997","0.891"
